,comName,date,lat,lng,locId,sciName,subId
0,Common Buzzard,2023-07-27,42.5204015,-1.6472065,L26223925,Buteo buteo,S145723417
1,Red-billed Chough,2023-07-27,42.5204015,-1.6472065,L26223925,Pyrrhocorax pyrrhocorax,S145723417
2,Eurasian Griffon,2023-07-27,42.5204015,-1.6472065,L26223925,Gyps fulvus,S145723417
3,Lesser Kestrel,2023-07-27,42.5204015,-1.6472065,L26223925,Falco naumanni,S145723417
4,Red Kite,2023-07-27,42.5204015,-1.6472065,L26223925,Milvus milvus,S145723417
5,Barn Swallow,2023-07-27,51.5956549,3.7522817,L4434146,Hirundo rustica,S145723392
6,European Starling,2023-07-27,51.5956549,3.7522817,L4434146,Sturnus vulgaris,S145723392
7,Lesser Black-backed Gull,2023-07-27,51.5956549,3.7522817,L4434146,Larus fuscus,S145723392
8,Ring-necked Pheasant,2023-07-27,51.5956549,3.7522817,L4434146,Phasianus colchicus,S145723392
9,Black-headed Gull,2023-07-27,51.5956549,3.7522817,L4434146,Chroicocephalus ridibundus,S145723392
10,Common Tern,2023-07-27,51.5956549,3.7522817,L4434146,Sterna hirundo,S145723392
11,Black Swan,2023-07-27,51.5956549,3.7522817,L4434146,Cygnus atratus,S145723392
12,Great Cormorant,2023-07-27,51.5956549,3.7522817,L4434146,Phalacrocorax carbo,S145723392
13,Coal Tit,2023-07-27,41.592258,1.836498,L1903860,Periparus ater,S145723188
14,Common Chaffinch,2023-07-27,41.592258,1.836498,L1903860,Fringilla coelebs,S145723188
15,Sandwich Tern,2023-07-27,51.6014227,3.7942958,L5654497,Thalasseus sandvicensis,S145723159
16,Booted Eagle,2023-07-27,37.2918801,-5.9784778,L26223805,Hieraaetus pennatus,S145723031
17,Common Wood-Pigeon,2023-07-27,49.8304477,8.7381193,L26223819,Columba palumbus,S145723082
18,Red Kite,2023-07-27,49.8304477,8.7381193,L26223819,Milvus milvus,S145723082
19,Barn Swallow,2023-07-27,37.3524209,-5.698388,L23543695,Hirundo rustica,S145723294
20,Zitting Cisticola,2023-07-27,37.3524209,-5.698388,L23543695,Cisticola juncidis,S145723294
21,Little Owl,2023-07-27,41.518375,0.606766,L5824225,Athene noctua,S145722976
22,Crested Lark,2023-07-27,37.3524209,-5.698388,L23543695,Galerida cristata,S145723294
23,Black-winged Stilt,2023-07-27,40.657732,0.68071,L26223769,Himantopus himantopus,S145722901
24,Dunlin,2023-07-27,43.6248315,-5.876467,L9228027,Calidris alpina,S145722890
25,Little Ringed Plover,2023-07-27,43.6248315,-5.876467,L9228027,Charadrius dubius,S145722890
26,House Sparrow,2023-07-27,42.821717,-1.627836,L24665161,Passer domesticus,S145723006
27,Eurasian Magpie,2023-07-27,42.821717,-1.627836,L24665161,Pica pica,S145723006
28,Spotless Starling,2023-07-27,42.821717,-1.627836,L24665161,Sturnus unicolor,S145723006
29,Common Swift,2023-07-27,40.4567825,-3.4752474,L13113715,Apus apus,S145722789
30,Rock Pigeon,2023-07-27,40.6262438,14.3756962,L6147430,Columba livia,S145722757
31,Yellow-legged Gull,2023-07-27,40.6262438,14.3756962,L6147430,Larus michahellis,S145722757
32,Cinereous Vulture,2023-07-27,41.6908813,-4.5972286,L17193354,Aegypius monachus,S145722714
33,Little Grebe,2023-07-27,39.3469098,-0.3147411,L1990262,Tachybaptus ruficollis,S145723413
34,Little Egret,2023-07-27,39.3469098,-0.3147411,L1990262,Egretta garzetta,S145723413
35,Greater Flamingo,2023-07-27,39.3469098,-0.3147411,L1990262,Phoenicopterus roseus,S145723413
36,Hooded Crow,2023-07-27,45.4195767,8.18182,L26223679,Corvus cornix,S145722598
37,Kentish Plover,2023-07-27,39.3469098,-0.3147411,L1990262,Charadrius alexandrinus,S145723413
38,Audouin's Gull,2023-07-27,39.3469098,-0.3147411,L1990262,Ichthyaetus audouinii,S145723413
39,Eurasian Golden Oriole,2023-07-27,44.116543,3.0870738,L26223675,Oriolus oriolus,S145722590
40,Eurasian Jackdaw,2023-07-27,41.5782518,-3.0838645,L6020249,Corvus monedula,S145722557
41,European Greenfinch,2023-07-27,37.361809,-5.7094499,L23544009,Chloris chloris,S145722763
42,Yellow-legged Gull,2023-07-27,41.6675263,-0.9000421,L10406903,Larus michahellis,S145723254
43,European Goldfinch,2023-07-27,41.6675263,-0.9000421,L10406903,Carduelis carduelis,S145723254
44,White Wagtail,2023-07-27,41.6675263,-0.9000421,L10406903,Motacilla alba,S145723254
45,Rock Pigeon,2023-07-27,41.6675263,-0.9000421,L10406903,Columba livia,S145723254
46,European Bee-eater,2023-07-27,41.6675263,-0.9000421,L10406903,Merops apiaster,S145723254
47,Mallard,2023-07-27,41.6675263,-0.9000421,L10406903,Anas platyrhynchos,S145723254
48,Long-tailed Tit,2023-07-27,41.6675263,-0.9000421,L10406903,Aegithalos caudatus,S145723254
49,Eurasian Tree Sparrow,2023-07-27,41.6675263,-0.9000421,L10406903,Passer montanus,S145723254
50,Common Wood-Pigeon,2023-07-27,41.6675263,-0.9000421,L10406903,Columba palumbus,S145723254
51,Common Wood-Pigeon,2023-07-27,46.144007,6.096841,L26223672,Columba palumbus,S145722585
52,European Serin,2023-07-27,41.6675263,-0.9000421,L10406903,Serinus serinus,S145723254
53,Eurasian Blackcap,2023-07-27,41.6675263,-0.9000421,L10406903,Sylvia atricapilla,S145723254
54,Sardinian Warbler,2023-07-27,41.6675263,-0.9000421,L10406903,Curruca melanocephala,S145723254
55,Short-toed Treecreeper,2023-07-27,41.6675263,-0.9000421,L10406903,Certhia brachydactyla,S145723254
56,Common Nightingale,2023-07-27,41.6675263,-0.9000421,L10406903,Luscinia megarhynchos,S145723254
57,Common Kingfisher,2023-07-27,41.6675263,-0.9000421,L10406903,Alcedo atthis,S145723254
58,Eurasian Penduline-Tit,2023-07-27,41.6675263,-0.9000421,L10406903,Remiz pendulinus,S145723254
59,Egyptian Vulture,2023-07-27,42.6322832,-1.3027382,L2378824,Neophron percnopterus,S145722647
60,Black Kite,2023-07-27,42.6322832,-1.3027382,L2378824,Milvus migrans,S145722647
61,Eurasian Blackbird,2023-07-27,42.6322832,-1.3027382,L2378824,Turdus merula,S145722647
62,Black Redstart,2023-07-27,42.6322832,-1.3027382,L2378824,Phoenicurus ochruros,S145722647
63,Black Wheatear,2023-07-27,42.6322832,-1.3027382,L2378824,Oenanthe leucura,S145722647
64,Spotted Flycatcher,2023-07-27,42.6322832,-1.3027382,L2378824,Muscicapa striata,S145722647
65,Bonelli's Eagle,2023-07-27,42.6322832,-1.3027382,L2378824,Aquila fasciata,S145722647
66,Eurasian Crag-Martin,2023-07-27,42.6322832,-1.3027382,L2378824,Ptyonoprogne rupestris,S145722647
67,Blue Rock-Thrush,2023-07-27,42.6322832,-1.3027382,L2378824,Monticola solitarius,S145722647
68,Melodious Warbler,2023-07-27,42.6322832,-1.3027382,L2378824,Hippolais polyglotta,S145722647
69,Great Cormorant,2023-07-27,42.6322832,-1.3027382,L2378824,Phalacrocorax carbo,S145722647
70,Common House-Martin,2023-07-27,42.6322832,-1.3027382,L2378824,Delichon urbicum,S145722647
71,Eurasian Kestrel,2023-07-27,42.6322832,-1.3027382,L2378824,Falco tinnunculus,S145722647
72,Alpine Swift,2023-07-27,42.6322832,-1.3027382,L2378824,Apus melba,S145722647
73,Iberian Green Woodpecker,2023-07-27,42.6322832,-1.3027382,L2378824,Picus sharpei,S145722647
74,Eurasian Golden Oriole,2023-07-27,42.6322832,-1.3027382,L2378824,Oriolus oriolus,S145722647
75,White Stork,2023-07-27,42.5375304,-7.4783657,L26223638,Ciconia ciconia,S145722484
76,Eurasian Jackdaw,2023-07-27,48.6578175,-4.1738968,L26223628,Corvus monedula,S145722456
77,Black-tailed Godwit,2023-07-27,39.4146985,-3.2590771,L4162107,Limosa limosa,S145723380
78,Lesser Black-backed Gull,2023-07-27,39.4146985,-3.2590771,L4162107,Larus fuscus,S145723380
79,Rock Pigeon,2023-07-27,43.2061471,2.364032,L3836161,Columba livia,S145723386
80,Common Redshank,2023-07-27,39.4146985,-3.2590771,L4162107,Tringa totanus,S145723380
81,European Goldfinch,2023-07-27,43.2061471,2.364032,L3836161,Carduelis carduelis,S145723386
82,Mallard,2023-07-27,43.2061471,2.364032,L3836161,Anas platyrhynchos,S145723386
83,Common Shelduck,2023-07-27,39.4146985,-3.2590771,L4162107,Tadorna tadorna,S145723380
84,Carrion Crow,2023-07-27,43.2061471,2.364032,L3836161,Corvus corone,S145723386
85,Curlew Sandpiper,2023-07-27,39.4146985,-3.2590771,L4162107,Calidris ferruginea,S145723380
86,Black-headed Gull,2023-07-27,39.4146985,-3.2590771,L4162107,Chroicocephalus ridibundus,S145723380
87,Eurasian Curlew,2023-07-27,39.4146985,-3.2590771,L4162107,Numenius arquata,S145723380
88,Pied Avocet,2023-07-27,39.4146985,-3.2590771,L4162107,Recurvirostra avosetta,S145723380
89,House Sparrow,2023-07-27,43.2061471,2.364032,L3836161,Passer domesticus,S145723386
90,Gull-billed Tern,2023-07-27,39.4146985,-3.2590771,L4162107,Gelochelidon nilotica,S145723380
91,Eurasian Magpie,2023-07-27,48.6949917,9.17513,L26223590,Pica pica,S145722375
92,Eurasian Kestrel,2023-07-27,48.6949917,9.17513,L26223590,Falco tinnunculus,S145722347
93,Eurasian Collared-Dove,2023-07-27,49.8701437,8.6567475,L6596453,Streptopelia decaocto,S145722451
94,Rock Pigeon,2023-07-27,49.8701437,8.6567475,L6596453,Columba livia,S145722451
95,Greater Whitethroat,2023-07-27,45.9044622,3.6790569,L9691654,Curruca communis,S145722736
96,Yellowhammer,2023-07-27,45.9044622,3.6790569,L9691654,Emberiza citrinella,S145722736
97,European Stonechat,2023-07-27,45.9044622,3.6790569,L9691654,Saxicola rubicola,S145722736
98,Common Buzzard,2023-07-27,45.9044622,3.6790569,L9691654,Buteo buteo,S145722736
99,Red-backed Shrike,2023-07-27,45.9044622,3.6790569,L9691654,Lanius collurio,S145722736
100,Monk Parakeet,2023-07-27,36.5134258,-6.2729523,L21954044,Myiopsitta monachus,S145722423
101,Rose-ringed Parakeet,2023-07-27,36.5134258,-6.2729523,L21954044,Psittacula krameri,S145722423
102,Eurasian Collared-Dove,2023-07-27,36.5134258,-6.2729523,L21954044,Streptopelia decaocto,S145722423
103,Eurasian Tree Sparrow,2023-07-27,48.5789346,13.4688877,L9307940,Passer montanus,S145722355
104,Eurasian Blue Tit,2023-07-27,48.5789346,13.4688877,L9307940,Cyanistes caeruleus,S145722355
105,House Sparrow,2023-07-27,48.5789346,13.4688877,L9307940,Passer domesticus,S145722355
106,Eurasian Jay,2023-07-27,48.1364115,11.5923586,L8698288,Garrulus glandarius,S145722580
107,Eurasian Scops-Owl,2023-07-27,42.5207207,-9.0187744,L26223800,Otus scops,S145722869
108,Mandarin Duck,2023-07-27,48.1364115,11.5923586,L8698288,Aix galericulata,S145722580
109,Eurasian Wren,2023-07-27,48.1364115,11.5923586,L8698288,Troglodytes troglodytes,S145722580
110,Great Tit,2023-07-27,48.1364115,11.5923586,L8698288,Parus major,S145722580
111,Carrion Crow,2023-07-27,48.1364115,11.5923586,L8698288,Corvus corone,S145722580
112,Common Waxbill,2023-07-27,38.8622339,-7.0172896,L18061617,Estrilda astrild,S145723072
113,Eurasian Moorhen,2023-07-27,38.8622339,-7.0172896,L18061617,Gallinula chloropus,S145723072
114,Little Bittern,2023-07-27,38.8622339,-7.0172896,L18061617,Ixobrychus minutus,S145723072
115,Squacco Heron,2023-07-27,38.8622339,-7.0172896,L18061617,Ardeola ralloides,S145723072
116,Great Crested Grebe,2023-07-27,38.8622339,-7.0172896,L18061617,Podiceps cristatus,S145723072
117,Eurasian Linnet,2023-07-27,38.8622339,-7.0172896,L18061617,Linaria cannabina,S145723072
118,Cattle Egret,2023-07-27,38.8622339,-7.0172896,L18061617,Bubulcus ibis,S145723072
119,Western Swamphen,2023-07-27,38.8622339,-7.0172896,L18061617,Porphyrio porphyrio,S145723072
120,Glossy Ibis,2023-07-27,38.8622339,-7.0172896,L18061617,Plegadis falcinellus,S145723072
121,Eurasian Coot,2023-07-27,38.8622339,-7.0172896,L18061617,Fulica atra,S145723072
122,Eurasian Spoonbill,2023-07-27,43.3468523,-2.657007,L2779555,Platalea leucorodia,S145722159
123,Water Rail,2023-07-27,43.3468523,-2.657007,L2779555,Rallus aquaticus,S145722159
124,Eurasian Blue Tit,2023-07-27,43.3468523,-2.657007,L2779555,Cyanistes caeruleus,S145722159
125,Carrion Crow,2023-07-27,43.3468523,-2.657007,L2779555,Corvus corone,S145722159
126,Cetti's Warbler,2023-07-27,43.3468523,-2.657007,L2779555,Cettia cetti,S145722159
127,Common Greenshank,2023-07-27,43.3468523,-2.657007,L2779555,Tringa nebularia,S145722159
128,Common Sandpiper,2023-07-27,43.3468523,-2.657007,L2779555,Actitis hypoleucos,S145722159
129,Green Sandpiper,2023-07-27,43.3468523,-2.657007,L2779555,Tringa ochropus,S145722159
130,Great Tit,2023-07-27,43.3468523,-2.657007,L2779555,Parus major,S145722159
131,Great Egret,2023-07-27,43.3468523,-2.657007,L2779555,Ardea alba,S145722159
132,Gray Heron,2023-07-27,43.3468523,-2.657007,L2779555,Ardea cinerea,S145722159
133,Eurasian Jay,2023-07-27,43.3468523,-2.657007,L2779555,Garrulus glandarius,S145722159
134,European Robin,2023-07-27,43.3468523,-2.657007,L2779555,Erithacus rubecula,S145722159
135,Eurasian Blackbird,2023-07-27,54.5941678,8.9905412,L26223495,Turdus merula,S145722006
136,Egyptian Goose,2023-07-27,40.4165021,-3.6835098,L1139116,Alopochen aegyptiaca,S145722050
137,Great Spotted Woodpecker,2023-07-27,40.4165021,-3.6835098,L1139116,Dendrocopos major,S145722050
138,Stock Dove,2023-07-27,40.4165021,-3.6835098,L1139116,Columba oenas,S145722050
139,Crested Tit,2023-07-27,40.4165021,-3.6835098,L1139116,Lophophanes cristatus,S145722050
140,Tawny Owl,2023-07-27,40.4165021,-3.6835098,L1139116,Strix aluco,S145722050
141,Gadwall,2023-07-27,43.0035173,-3.8879585,L4803910,Mareca strepera,S145723095
142,Common Ringed Plover,2023-07-27,43.0035173,-3.8879585,L4803910,Charadrius hiaticula,S145723095
143,Common Kingfisher,2023-07-27,51.7371053,14.3532902,L16141130,Alcedo atthis,S145721983
144,Common Shelduck,2023-07-27,51.6797936,3.8458586,L5716318,Tadorna tadorna,S145722122
145,Common Redshank,2023-07-27,51.6797936,3.8458586,L5716318,Tringa totanus,S145722122
146,Barnacle Goose,2023-07-27,51.6797936,3.8458586,L5716318,Branta leucopsis,S145722122
147,Herring Gull,2023-07-27,51.6797936,3.8458586,L5716318,Larus argentatus,S145722122
148,Pied Avocet,2023-07-27,51.6797936,3.8458586,L5716318,Recurvirostra avosetta,S145722122
149,Northern Lapwing,2023-07-27,51.6797936,3.8458586,L5716318,Vanellus vanellus,S145722122
150,Dunnock,2023-07-27,43.0269148,-1.3528089,L15910775,Prunella modularis,S145722607
151,Common Raven,2023-07-27,43.0269148,-1.3528089,L15910775,Corvus corax,S145722607
152,Tawny Owl,2023-07-27,45.9324632,5.8697114,L14242256,Strix aluco,S145722393
153,Common Chiffchaff,2023-07-27,43.0269148,-1.3528089,L15910775,Phylloscopus collybita,S145722607
154,Eurasian Crag-Martin,2023-07-27,45.9324632,5.8697114,L14242256,Ptyonoprogne rupestris,S145722393
155,Eurasian Nuthatch,2023-07-27,45.9324632,5.8697114,L14242256,Sitta europaea,S145722393
156,Water Pipit,2023-07-27,43.0269148,-1.3528089,L15910775,Anthus spinoletta,S145722607
157,Western Bonelli's Warbler,2023-07-27,43.0269148,-1.3528089,L15910775,Phylloscopus bonelli,S145722607
158,Alpine Swift,2023-07-27,45.9324632,5.8697114,L14242256,Apus melba,S145722393
159,Gray Heron,2023-07-27,43.210331,2.359003,L26223458,Ardea cinerea,S145721908
160,Eurasian Moorhen,2023-07-27,54.533021,9.0201066,L26223453,Gallinula chloropus,S145721901
161,White Wagtail,2023-07-27,54.2729108,8.8727856,L4821884,Motacilla alba,S145722573
162,Bank Swallow,2023-07-27,54.2729108,8.8727856,L4821884,Riparia riparia,S145722573
163,Barn Swallow,2023-07-27,54.2729108,8.8727856,L4821884,Hirundo rustica,S145722573
164,Bar-tailed Godwit,2023-07-27,54.2729108,8.8727856,L4821884,Limosa lapponica,S145722573
165,Black-bellied Plover,2023-07-27,54.2729108,8.8727856,L4821884,Pluvialis squatarola,S145722573
166,Black-headed Gull,2023-07-27,54.2729108,8.8727856,L4821884,Chroicocephalus ridibundus,S145722573
167,Black-tailed Godwit,2023-07-27,54.2729108,8.8727856,L4821884,Limosa limosa,S145722573
168,Canada Goose,2023-07-27,54.2729108,8.8727856,L4821884,Branta canadensis,S145722573
169,Common House-Martin,2023-07-27,54.2729108,8.8727856,L4821884,Delichon urbicum,S145722573
170,Common Pochard,2023-07-27,54.2729108,8.8727856,L4821884,Aythya ferina,S145722573
171,Common Redshank,2023-07-27,54.2729108,8.8727856,L4821884,Tringa totanus,S145722573
172,Common Sandpiper,2023-07-27,54.2729108,8.8727856,L4821884,Actitis hypoleucos,S145722573
173,Common Shelduck,2023-07-27,54.2729108,8.8727856,L4821884,Tadorna tadorna,S145722573
174,Common Swift,2023-07-27,54.2729108,8.8727856,L4821884,Apus apus,S145722573
175,Common Tern,2023-07-27,54.2729108,8.8727856,L4821884,Sterna hirundo,S145722573
176,Common Ringed Plover,2023-07-27,54.2729108,8.8727856,L4821884,Charadrius hiaticula,S145722573
177,Curlew Sandpiper,2023-07-27,54.2729108,8.8727856,L4821884,Calidris ferruginea,S145722573
178,Dunlin,2023-07-27,54.2729108,8.8727856,L4821884,Calidris alpina,S145722573
179,Western Yellow Wagtail,2023-07-27,54.2729108,8.8727856,L4821884,Motacilla flava,S145722573
180,Eurasian Coot,2023-07-27,54.2729108,8.8727856,L4821884,Fulica atra,S145722573
181,Eurasian Curlew,2023-07-27,54.2729108,8.8727856,L4821884,Numenius arquata,S145722573
182,European Goldfinch,2023-07-27,54.2729108,8.8727856,L4821884,Carduelis carduelis,S145722573
183,Eurasian Linnet,2023-07-27,54.2729108,8.8727856,L4821884,Linaria cannabina,S145722573
184,Eurasian Oystercatcher,2023-07-27,54.2729108,8.8727856,L4821884,Haematopus ostralegus,S145722573
185,European Starling,2023-07-27,54.2729108,8.8727856,L4821884,Sturnus vulgaris,S145722573
186,Eurasian Wigeon,2023-07-27,54.2729108,8.8727856,L4821884,Mareca penelope,S145722573
187,Gadwall,2023-07-27,54.2729108,8.8727856,L4821884,Mareca strepera,S145722573
188,Graylag Goose,2023-07-27,54.2729108,8.8727856,L4821884,Anser anser,S145722573
189,Gray Heron,2023-07-27,54.2729108,8.8727856,L4821884,Ardea cinerea,S145722573
190,Great Crested Grebe,2023-07-27,54.2729108,8.8727856,L4821884,Podiceps cristatus,S145722573
191,Great Cormorant,2023-07-27,54.2729108,8.8727856,L4821884,Phalacrocorax carbo,S145722573
192,Green Sandpiper,2023-07-27,54.2729108,8.8727856,L4821884,Tringa ochropus,S145722573
193,Lesser Black-backed Gull,2023-07-27,54.2729108,8.8727856,L4821884,Larus fuscus,S145722573
194,Little Grebe,2023-07-27,54.2729108,8.8727856,L4821884,Tachybaptus ruficollis,S145722573
195,Mallard,2023-07-27,54.2729108,8.8727856,L4821884,Anas platyrhynchos,S145722573
196,Mute Swan,2023-07-27,54.2729108,8.8727856,L4821884,Cygnus olor,S145722573
197,Northern Shoveler,2023-07-27,54.2729108,8.8727856,L4821884,Spatula clypeata,S145722573
198,Reed Bunting,2023-07-27,54.2729108,8.8727856,L4821884,Emberiza schoeniclus,S145722573
199,Ruff,2023-07-27,54.2729108,8.8727856,L4821884,Calidris pugnax,S145722573
200,Sedge Warbler,2023-07-27,54.2729108,8.8727856,L4821884,Acrocephalus schoenobaenus,S145722573
201,Spotted Redshank,2023-07-27,54.2729108,8.8727856,L4821884,Tringa erythropus,S145722573
202,Wood Sandpiper,2023-07-27,54.2729108,8.8727856,L4821884,Tringa glareola,S145722573
203,Whimbrel,2023-07-27,54.2729108,8.8727856,L4821884,Numenius phaeopus,S145722573
204,White-tailed Eagle,2023-07-27,54.2729108,8.8727856,L4821884,Haliaeetus albicilla,S145722573
205,European Stonechat,2023-07-27,41.9961918,-4.5823181,L6468430,Saxicola rubicola,S145722035
206,Northern Wheatear,2023-07-27,41.9961918,-4.5823181,L6468430,Oenanthe oenanthe,S145722035
207,Woodchat Shrike,2023-07-27,41.5634732,-1.8966011,L22518592,Lanius senator,S145722462
208,Greater Short-toed Lark,2023-07-27,41.5634732,-1.8966011,L22518592,Calandrella brachydactyla,S145722462
209,Red-legged Partridge,2023-07-27,41.5634732,-1.8966011,L22518592,Alectoris rufa,S145722462
210,Iberian Gray Shrike,2023-07-27,41.5634732,-1.8966011,L22518592,Lanius meridionalis,S145722462
211,Tawny Pipit,2023-07-27,41.5634732,-1.8966011,L22518592,Anthus campestris,S145722462
212,Eurasian Wren,2023-07-27,43.314885,-8.4830983,L26223577,Troglodytes troglodytes,S145722289
213,European Turtle-Dove,2023-07-27,41.7148243,-6.0980437,L12264804,Streptopelia turtur,S145721975
214,Cirl Bunting,2023-07-27,41.7148243,-6.0980437,L12264804,Emberiza cirlus,S145721975
215,Corn Bunting,2023-07-27,41.7148243,-6.0980437,L12264804,Emberiza calandra,S145721975
216,Purple Heron,2023-07-27,38.8628227,-0.0585154,L24388556,Ardea purpurea,S145721952
217,Mediterranean Short-toed Lark,2023-07-27,41.4810322,-1.0901104,L23656575,Alaudala rufescens,S145722824
218,Thekla's Lark,2023-07-27,41.4810322,-1.0901104,L23656575,Galerida theklae,S145722824
219,Common House-Martin,2023-07-27,43.1936313,2.3441481,L5980577,Delichon urbicum,S145723244
220,Eurasian Sparrowhawk,2023-07-27,42.4926057,-1.7004347,L2667434,Accipiter nisus,S145721876
221,European Bee-eater,2023-07-27,43.46625,0.8311,L26223355,Merops apiaster,S145721581
222,Song Thrush,2023-07-27,51.7371053,14.3532902,L16141130,Turdus philomelos,S145721867
223,Great Spotted Woodpecker,2023-07-27,51.7371053,14.3532902,L16141130,Dendrocopos major,S145721867
224,Short-toed Treecreeper,2023-07-27,51.7371053,14.3532902,L16141130,Certhia brachydactyla,S145721867
225,European Robin,2023-07-27,51.7371053,14.3532902,L16141130,Erithacus rubecula,S145721867
226,Eurasian Nuthatch,2023-07-27,51.7371053,14.3532902,L16141130,Sitta europaea,S145721867
227,Common Firecrest,2023-07-27,51.7371053,14.3532902,L16141130,Regulus ignicapilla,S145721867
228,Eurasian Marsh-Harrier,2023-07-27,49.9946168,10.0756232,L26223330,Circus aeruginosus,S145721506
229,Gray Heron,2023-07-27,52.5124215,6.5126303,L26144479,Ardea cinerea,S145721449
230,Red-backed Shrike,2023-07-27,52.5124215,6.5126303,L26144479,Lanius collurio,S145721449
231,Eurasian Blackbird,2023-07-27,52.5124215,6.5126303,L26144479,Turdus merula,S145721449
232,Eurasian Coot,2023-07-27,52.5124215,6.5126303,L26144479,Fulica atra,S145721449
233,European Robin,2023-07-27,44.046971,5.212808,L10441831,Erithacus rubecula,S145722477
234,Great Tit,2023-07-27,44.046971,5.212808,L10441831,Parus major,S145722477
235,European Roller,2023-07-27,44.046971,5.212808,L10441831,Coracias garrulus,S145722477
236,Eurasian Blackbird,2023-07-27,44.046971,5.212808,L10441831,Turdus merula,S145722477
237,Eurasian Blue Tit,2023-07-27,44.046971,5.212808,L10441831,Cyanistes caeruleus,S145722477
238,Eurasian Green Woodpecker,2023-07-27,44.046971,5.212808,L10441831,Picus viridis,S145722477
239,Great Spotted Woodpecker,2023-07-27,44.046971,5.212808,L10441831,Dendrocopos major,S145722477
240,Lesser Spotted Woodpecker,2023-07-27,44.046971,5.212808,L10441831,Dryobates minor,S145722477
241,Common Nightingale,2023-07-27,44.046971,5.212808,L10441831,Luscinia megarhynchos,S145722477
242,Eurasian Collared-Dove,2023-07-27,44.046971,5.212808,L10441831,Streptopelia decaocto,S145722477
243,Little Owl,2023-07-27,44.046971,5.212808,L10441831,Athene noctua,S145722477
244,Black Kite,2023-07-27,44.046971,5.212808,L10441831,Milvus migrans,S145722477
245,Eurasian Kestrel,2023-07-27,44.046971,5.212808,L10441831,Falco tinnunculus,S145722477
246,Eurasian Blackcap,2023-07-27,44.046971,5.212808,L10441831,Sylvia atricapilla,S145722477
247,Common Swift,2023-07-27,44.046971,5.212808,L10441831,Apus apus,S145722477
248,European Turtle-Dove,2023-07-27,44.046971,5.212808,L10441831,Streptopelia turtur,S145722477
249,Spotted Flycatcher,2023-07-27,53.7243673,11.4257464,L24460402,Muscicapa striata,S145721421
250,Eurasian Blackcap,2023-07-27,53.7243673,11.4257464,L24460402,Sylvia atricapilla,S145721421
251,European Greenfinch,2023-07-27,53.7243673,11.4257464,L24460402,Chloris chloris,S145721421
252,Herring Gull,2023-07-27,53.7243673,11.4257464,L24460402,Larus argentatus,S145721421
253,Rook,2023-07-27,54.4632,9.057186,L10583465,Corvus frugilegus,S145721346
254,Great Tit,2023-07-27,53.212856,6.27771,L26195947,Parus major,S145721683
255,Northern Goshawk,2023-07-27,53.212856,6.27771,L26195947,Accipiter gentilis,S145721683
256,Common Chiffchaff,2023-07-27,53.212856,6.27771,L26195947,Phylloscopus collybita,S145721683
257,Eurasian Blue Tit,2023-07-27,53.212856,6.27771,L26195947,Cyanistes caeruleus,S145721683
258,Great Spotted Woodpecker,2023-07-27,53.212856,6.27771,L26195947,Dendrocopos major,S145721683
259,Common Chaffinch,2023-07-27,53.212856,6.27771,L26195947,Fringilla coelebs,S145721683
260,Eurasian Jackdaw,2023-07-27,53.212856,6.27771,L26195947,Corvus monedula,S145721683
261,House Sparrow,2023-07-27,53.212856,6.27771,L26195947,Passer domesticus,S145721683
262,Iberian Magpie,2023-07-27,37.915777,-4.773353,L11946112,Cyanopica cooki,S145721572
263,Eurasian Hoopoe,2023-07-27,37.915777,-4.773353,L11946112,Upupa epops,S145721572
264,Hawfinch,2023-07-27,37.915777,-4.773353,L11946112,Coccothraustes coccothraustes,S145721572
265,Iberian Chiffchaff,2023-07-27,43.31533,-8.4880138,L10095473,Phylloscopus ibericus,S145721791
266,Eurasian Collared-Dove,2023-07-27,52.3832302,5.8133078,L26212271,Streptopelia decaocto,S145721298
267,Long-tailed Tit,2023-07-27,43.468064,0.830795,L24493049,Aegithalos caudatus,S145721497
268,Eurasian Wren,2023-07-27,43.468064,0.830795,L24493049,Troglodytes troglodytes,S145721497
269,Eurasian Jay,2023-07-27,43.468064,0.830795,L24493049,Garrulus glandarius,S145721497
270,Common Chiffchaff,2023-07-27,43.468064,0.830795,L24493049,Phylloscopus collybita,S145721497
271,Common Chaffinch,2023-07-27,43.468064,0.830795,L24493049,Fringilla coelebs,S145721497
272,Common Firecrest,2023-07-27,43.468064,0.830795,L24493049,Regulus ignicapilla,S145721497
273,Short-toed Treecreeper,2023-07-27,43.468064,0.830795,L24493049,Certhia brachydactyla,S145721497
274,Common Firecrest,2023-07-27,39.863697,3.03002,L26120947,Regulus ignicapilla,S145721160
275,Dartford Warbler,2023-07-27,41.7406117,-6.0968933,L25902204,Curruca undata,S145721984
276,European Starling,2023-07-27,41.812499,3.0556583,L4745647,Sturnus vulgaris,S145721495
277,Song Thrush,2023-07-27,43.450515,-6.8602417,L26223705,Turdus philomelos,S145722704
278,Eurasian Bullfinch,2023-07-27,43.450515,-6.8602417,L26223705,Pyrrhula pyrrhula,S145722704
279,Herring Gull,2023-07-27,48.8603913,2.2936016,L26223350,Larus argentatus,S145721589
280,Black-headed Gull,2023-07-27,48.8603913,2.2936016,L26223350,Chroicocephalus ridibundus,S145721589
281,Eurasian Crag-Martin,2023-07-27,46.429748,11.989462,L26116232,Ptyonoprogne rupestris,S145721004
