,comName,date,lat,lng,locId,sciName,subId
13778,Eurasian Oystercatcher,2023-06-02,45.068678,8.936872,L24881148,Haematopus ostralegus,S140238669
13779,Pygmy Cormorant,2023-06-02,45.068678,8.936872,L24881148,Microcarbo pygmaeus,S140238669
13780,European Bee-eater,2023-06-02,45.068678,8.936872,L24881148,Merops apiaster,S140238669
13781,Little Ringed Plover,2023-06-02,45.068678,8.936872,L24881148,Charadrius dubius,S140238669
13782,Common Tern,2023-06-02,45.068678,8.936872,L24881148,Sterna hirundo,S140238669
13783,Eurasian Moorhen,2023-06-02,45.068678,8.936872,L24881148,Gallinula chloropus,S140238669
13784,African Sacred Ibis,2023-06-02,45.068678,8.936872,L24881148,Threskiornis aethiopicus,S140238669
13785,Black-headed Gull,2023-06-02,45.068678,8.936872,L24881148,Chroicocephalus ridibundus,S140238669
13786,Common Raven,2023-06-02,28.6030875,-13.901546,L24882066,Corvus corax,S140242425
13787,Great Gray Shrike,2023-06-02,28.6030875,-13.901546,L24882066,Lanius excubitor,S140242425
13788,Spanish Sparrow,2023-06-02,28.6030875,-13.901546,L24882066,Passer hispaniolensis,S140242425
13789,Bearded Vulture,2023-06-02,42.3703006,1.2355442,L6374625,Gypaetus barbatus,S140232207
13790,Red Crossbill,2023-06-02,40.3549168,-5.1130199,L2778673,Loxia curvirostra,S140246404
13791,Pied Avocet,2023-06-02,51.3070624,3.4669805,L6873779,Recurvirostra avosetta,S140241832
