,comName,date,lat,lng,locId,sciName,subId,geometry
6030,Coal Tit,2023-05-26,47.8736754,8.0061149,L2991675,Periparus ater,S139312734,POINT (8.0061149 47.8736754)
6031,Eurasian Hobby,2023-05-26,51.5192054,11.9974322,L13033984,Falco subbuteo,S139300617,POINT (11.9974322 51.5192054)
6032,Sandwich Tern,2023-05-26,43.3895392,3.6415983,L15931111,Thalasseus sandvicensis,S139333974,POINT (3.6415983 43.3895392)
6033,Slender-billed Gull,2023-05-26,43.3895392,3.6415983,L15931111,Chroicocephalus genei,S139333974,POINT (3.6415983 43.3895392)
6034,Kentish Plover,2023-05-26,43.3895392,3.6415983,L15931111,Charadrius alexandrinus,S139333974,POINT (3.6415983 43.3895392)
6035,Little Egret,2023-05-26,51.5192054,11.9974322,L13033984,Egretta garzetta,S139300617,POINT (11.9974322 51.5192054)
6036,European Pied Flycatcher,2023-05-26,41.1145058,-3.5000896,L5582899,Ficedula hypoleuca,S139328213,POINT (-3.5000896 41.1145058)
6037,Northern Wheatear,2023-05-26,43.3895392,3.6415983,L15931111,Oenanthe oenanthe,S139333974,POINT (3.6415983 43.3895392)
6038,Eurasian Oystercatcher,2023-05-26,43.3895392,3.6415983,L15931111,Haematopus ostralegus,S139333974,POINT (3.6415983 43.3895392)
6039,Eurasian Crag-Martin,2023-05-26,43.3895392,3.6415983,L15931111,Ptyonoprogne rupestris,S139333974,POINT (3.6415983 43.3895392)
6040,Goldcrest,2023-05-26,52.9901215,6.3761634,L15722993,Regulus regulus,S139319881,POINT (6.3761634 52.9901215)
6041,Eurasian Hobby,2023-05-26,52.9901215,6.3761634,L15722993,Falco subbuteo,S139319881,POINT (6.3761634 52.9901215)
6042,European Greenfinch,2023-05-26,52.9901215,6.3761634,L15722993,Chloris chloris,S139319881,POINT (6.3761634 52.9901215)
6043,Northern Wheatear,2023-05-26,52.9901215,6.3761634,L15722993,Oenanthe oenanthe,S139319881,POINT (6.3761634 52.9901215)
6044,Garden Warbler,2023-05-26,52.9901215,6.3761634,L15722993,Sylvia borin,S139319881,POINT (6.3761634 52.9901215)
6045,Middle Spotted Woodpecker,2023-05-26,43.4143805,1.3393708,L24667284,Dendrocoptes medius,S139310471,POINT (1.3393708 43.4143805)
6046,Eurasian Nuthatch,2023-05-26,43.4143805,1.3393708,L24667284,Sitta europaea,S139310471,POINT (1.3393708 43.4143805)
6047,Yellow-billed Chough,2023-05-26,45.937333,6.770841,L24658561,Pyrrhocorax graculus,S139298479,POINT (6.770841 45.937333)
6048,Red Kite,2023-05-26,45.937333,6.770841,L24658561,Milvus milvus,S139298479,POINT (6.770841 45.937333)
6049,Golden Eagle,2023-05-26,45.937333,6.770841,L24658561,Aquila chrysaetos,S139298479,POINT (6.770841 45.937333)
6050,Eurasian Jay,2023-05-26,51.1804628,3.9105914,L13308221,Garrulus glandarius,S139303499,POINT (3.9105914 51.1804628)
6051,Black Woodpecker,2023-05-26,51.1804628,3.9105914,L13308221,Dryocopus martius,S139303499,POINT (3.9105914 51.1804628)
6052,Little Bustard,2023-05-26,41.5237866,0.6767424,L4793057,Tetrax tetrax,S139300329,POINT (0.6767424 41.5237866)
6053,Lesser Redpoll,2023-05-26,45.922137,6.8690407,L5594181,Acanthis cabaret,S139302905,POINT (6.8690407 45.922137)
6054,Spotted Flycatcher,2023-05-26,45.922137,6.8690407,L5594181,Muscicapa striata,S139302905,POINT (6.8690407 45.922137)
6055,Western Bonelli's Warbler,2023-05-26,44.2982976,7.4374879,L24664681,Phylloscopus bonelli,S139299164,POINT (7.4374879 44.2982976)
6056,Eurasian Linnet,2023-05-26,44.2982976,7.4374879,L24664681,Linaria cannabina,S139299164,POINT (7.4374879 44.2982976)
6057,Eurasian Crag-Martin,2023-05-26,44.2982976,7.4374879,L24664681,Ptyonoprogne rupestris,S139299164,POINT (7.4374879 44.2982976)
6058,Rock Bunting,2023-05-26,44.2982976,7.4374879,L24664681,Emberiza cia,S139299164,POINT (7.4374879 44.2982976)
6059,Sedge Warbler,2023-05-26,50.8069468,3.2946218,L22317279,Acrocephalus schoenobaenus,S139297565,POINT (3.2946218 50.8069468)
6060,Common Tern,2023-05-26,50.8069468,3.2946218,L22317279,Sterna hirundo,S139297565,POINT (3.2946218 50.8069468)
6061,Eurasian Treecreeper,2023-05-26,51.0639412,7.1420261,L11080590,Certhia familiaris,S139346792,POINT (7.1420261 51.0639412)
6062,White-throated Dipper,2023-05-26,51.0639412,7.1420261,L11080590,Cinclus cinclus,S139346792,POINT (7.1420261 51.0639412)
6063,Red-backed Shrike,2023-05-26,46.2440813,1.5834475,L3589342,Lanius collurio,S139336922,POINT (1.5834475 46.2440813)
6064,Wood Warbler,2023-05-26,51.0639412,7.1420261,L11080590,Phylloscopus sibilatrix,S139346792,POINT (7.1420261 51.0639412)
6065,Red Crossbill,2023-05-26,40.079527,-2.1319936,L4397303,Loxia curvirostra,S139298799,POINT (-2.1319936 40.079527)
6066,European Goldfinch,2023-05-26,51.0249929,3.5598421,L4220382,Carduelis carduelis,S139293157,POINT (3.5598421 51.0249929)
6067,Tufted Duck,2023-05-26,41.8407925,-5.5941439,L1122027,Aythya fuligula,S139319998,POINT (-5.5941439 41.8407925)
6068,Pygmy Cormorant,2023-05-26,45.3876015,9.2455226,L17449890,Microcarbo pygmaeus,S139343925,POINT (9.2455226 45.3876015)
6069,Eurasian Marsh-Harrier,2023-05-26,45.3876015,9.2455226,L17449890,Circus aeruginosus,S139343925,POINT (9.2455226 45.3876015)
6070,Long-tailed Tit,2023-05-26,45.3876015,9.2455226,L17449890,Aegithalos caudatus,S139343925,POINT (9.2455226 45.3876015)
6071,Black-tailed Godwit,2023-05-26,41.8407925,-5.5941439,L1122027,Limosa limosa,S139319998,POINT (-5.5941439 41.8407925)
6072,Cattle Egret,2023-05-26,45.3876015,9.2455226,L17449890,Bubulcus ibis,S139343925,POINT (9.2455226 45.3876015)
6073,Red-footed Falcon,2023-05-26,45.3876015,9.2455226,L17449890,Falco vespertinus,S139343925,POINT (9.2455226 45.3876015)
6074,European Pied Flycatcher,2023-05-26,52.912469,6.3130838,L13013780,Ficedula hypoleuca,S139330751,POINT (6.3130838 52.912469)
6075,European Pied Flycatcher,2023-05-26,51.0072842,12.7684867,L14103210,Ficedula hypoleuca,S139307698,POINT (12.7684867 51.0072842)
6076,Goldcrest,2023-05-26,51.0072842,12.7684867,L14103210,Regulus regulus,S139307698,POINT (12.7684867 51.0072842)
6077,Black Woodpecker,2023-05-26,51.0072842,12.7684867,L14103210,Dryocopus martius,S139307698,POINT (12.7684867 51.0072842)
6078,Common Merganser,2023-05-26,51.0072842,12.7684867,L14103210,Mergus merganser,S139307698,POINT (12.7684867 51.0072842)
6079,Purple Heron,2023-05-26,48.5704678,4.7048351,L4338060,Ardea purpurea,S139278891,POINT (4.7048351 48.5704678)
6080,Eurasian Skylark,2023-05-26,48.5704678,4.7048351,L4338060,Alauda arvensis,S139278891,POINT (4.7048351 48.5704678)
6081,Wood Lark,2023-05-26,48.5704678,4.7048351,L4338060,Lullula arborea,S139278891,POINT (4.7048351 48.5704678)
6082,Berthelot's Pipit,2023-05-26,28.4146341,-16.5595748,L24680198,Anthus berthelotii,S139364422,POINT (-16.5595748 28.4146341)
6083,Purple Heron,2023-05-26,52.8741289,5.8724577,L9649399,Ardea purpurea,S139299957,POINT (5.8724577 52.8741289)
6084,Black Tern,2023-05-26,52.8741289,5.8724577,L9649399,Chlidonias niger,S139299957,POINT (5.8724577 52.8741289)
6085,Corn Bunting,2023-05-26,43.5253078,-1.5202639,L7826959,Emberiza calandra,S139337720,POINT (-1.5202639 43.5253078)
6086,Ruddy Turnstone,2023-05-26,43.5253078,-1.5202639,L7826959,Arenaria interpres,S139337720,POINT (-1.5202639 43.5253078)
6087,Common Redstart,2023-05-26,44.11914,11.882625,L24662284,Phoenicurus phoenicurus,S139287330,POINT (11.882625 44.11914)
6088,Goldcrest,2023-05-26,44.11914,11.882625,L24662284,Regulus regulus,S139287330,POINT (11.882625 44.11914)
6089,Eurasian Hoopoe,2023-05-26,43.762766,11.267686,L24662914,Upupa epops,S139290707,POINT (11.267686 43.762766)
6090,Eurasian Green Woodpecker,2023-05-26,48.8869842,1.9805197,L23818236,Picus viridis,S139286868,POINT (1.9805197 48.8869842)
6091,Short-toed Treecreeper,2023-05-26,43.762766,11.267686,L24662914,Certhia brachydactyla,S139290707,POINT (11.267686 43.762766)
6092,Lesser Spotted Woodpecker,2023-05-26,40.3936309,-3.7852737,L9873036,Dryobates minor,S139292133,POINT (-3.7852737 40.3936309)
6093,Eurasian Wigeon,2023-05-26,40.4198427,-3.7220421,L8243392,Mareca penelope,S139292701,POINT (-3.7220421 40.4198427)
6094,Canada Goose,2023-05-26,48.8808154,2.7118869,L10513409,Branta canadensis,S139304179,POINT (2.7118869 48.8808154)
6095,Eurasian Hobby,2023-05-26,44.4792944,7.8068215,L3029688,Falco subbuteo,S139285575,POINT (7.8068215 44.4792944)
6096,Corn Bunting,2023-05-26,44.4792944,7.8068215,L3029688,Emberiza calandra,S139285575,POINT (7.8068215 44.4792944)
6097,Eurasian Collared-Dove,2023-05-26,50.9036522,4.0282307,L24649714,Streptopelia decaocto,S139285727,POINT (4.0282307 50.9036522)
6098,Eurasian Sparrowhawk,2023-05-26,51.3557104,12.3350216,L24662002,Accipiter nisus,S139285829,POINT (12.3350216 51.3557104)
6099,European Pied Flycatcher,2023-05-26,43.4035409,3.6682349,L23772070,Ficedula hypoleuca,S139296633,POINT (3.6682349 43.4035409)
6100,Little Grebe,2023-05-26,51.0008993,2.054193,L1915970,Tachybaptus ruficollis,S139291542,POINT (2.054193 51.0008993)
6101,Greater Whitethroat,2023-05-26,51.0008993,2.054193,L1915970,Curruca communis,S139291542,POINT (2.054193 51.0008993)
6102,Ring-necked Pheasant,2023-05-26,51.0008993,2.054193,L1915970,Phasianus colchicus,S139291542,POINT (2.054193 51.0008993)
6103,Eared Grebe,2023-05-26,51.0008993,2.054193,L1915970,Podiceps nigricollis,S139291542,POINT (2.054193 51.0008993)
6104,Tufted Duck,2023-05-26,51.0008993,2.054193,L1915970,Aythya fuligula,S139291542,POINT (2.054193 51.0008993)
6105,Bank Swallow,2023-05-26,51.0008993,2.054193,L1915970,Riparia riparia,S139291542,POINT (2.054193 51.0008993)
6106,Muscovy Duck,2023-05-26,41.4848992,2.0562593,L17575011,Cairina moschata,S139287953,POINT (2.0562593 41.4848992)
6107,Willow Warbler,2023-05-26,46.7824245,1.1794897,L19583617,Phylloscopus trochilus,S139297124,POINT (1.1794897 46.7824245)
6108,Common Pochard,2023-05-26,46.7824245,1.1794897,L19583617,Aythya ferina,S139297124,POINT (1.1794897 46.7824245)
6109,Garden Warbler,2023-05-26,51.1520589,4.3058976,L12545962,Sylvia borin,S139343802,POINT (4.3058976 51.1520589)
6110,Short-toed Treecreeper,2023-05-26,51.1520589,4.3058976,L12545962,Certhia brachydactyla,S139343802,POINT (4.3058976 51.1520589)
6111,Rook,2023-05-26,52.3084786,4.7790527,L2913932,Corvus frugilegus,S139298162,POINT (4.7790527 52.3084786)
6112,Eurasian Nuthatch,2023-05-26,43.781397,11.2189829,L5757025,Sitta europaea,S139309432,POINT (11.2189829 43.781397)
6113,Eurasian Green Woodpecker,2023-05-26,43.781397,11.2189829,L5757025,Picus viridis,S139309432,POINT (11.2189829 43.781397)
6114,European Robin,2023-05-26,43.781397,11.2189829,L5757025,Erithacus rubecula,S139309432,POINT (11.2189829 43.781397)
6115,Eurasian Wren,2023-05-26,43.781397,11.2189829,L5757025,Troglodytes troglodytes,S139309432,POINT (11.2189829 43.781397)
6116,Greater Whitethroat,2023-05-26,51.2025639,2.8531197,L8865717,Curruca communis,S139282292,POINT (2.8531197 51.2025639)
6117,Common Sandpiper,2023-05-26,51.2025639,2.8531197,L8865717,Actitis hypoleucos,S139282292,POINT (2.8531197 51.2025639)
6118,Meadow Pipit,2023-05-26,51.2025639,2.8531197,L8865717,Anthus pratensis,S139282292,POINT (2.8531197 51.2025639)
6119,Rufous-tailed Rock-Thrush,2023-05-26,40.1837275,-1.0058358,L18664925,Monticola saxatilis,S139327485,POINT (-1.0058358 40.1837275)
6120,Herring Gull,2023-05-26,51.2025639,2.8531197,L8865717,Larus argentatus,S139282292,POINT (2.8531197 51.2025639)
6121,Spotted Flycatcher,2023-05-26,48.9110131,10.2658924,L11086092,Muscicapa striata,S139329910,POINT (10.2658924 48.9110131)
6122,Eurasian Wigeon,2023-05-26,51.0031787,2.0819235,L1915980,Mareca penelope,S139284241,POINT (2.0819235 51.0031787)
6123,Sanderling,2023-05-26,51.147425,2.7345228,L2599334,Calidris alba,S139287086,POINT (2.7345228 51.147425)
6124,Little Egret,2023-05-26,51.147425,2.7345228,L2599334,Egretta garzetta,S139287086,POINT (2.7345228 51.147425)
6125,Pied Avocet,2023-05-26,51.147425,2.7345228,L2599334,Recurvirostra avosetta,S139287086,POINT (2.7345228 51.147425)
6126,Common Redshank,2023-05-26,51.147425,2.7345228,L2599334,Tringa totanus,S139287086,POINT (2.7345228 51.147425)
6127,Common Ringed Plover,2023-05-26,51.147425,2.7345228,L2599334,Charadrius hiaticula,S139287086,POINT (2.7345228 51.147425)
6128,Ruddy Turnstone,2023-05-26,51.147425,2.7345228,L2599334,Arenaria interpres,S139287086,POINT (2.7345228 51.147425)
6129,Eurasian Oystercatcher,2023-05-26,51.147425,2.7345228,L2599334,Haematopus ostralegus,S139287086,POINT (2.7345228 51.147425)
6130,Eurasian Curlew,2023-05-26,51.147425,2.7345228,L2599334,Numenius arquata,S139287086,POINT (2.7345228 51.147425)
6131,Great Spotted Cuckoo,2023-05-26,40.1544429,-0.0840472,L20910150,Clamator glandarius,S139281384,POINT (-0.0840472 40.1544429)
6132,Fieldfare,2023-05-26,46.8367321,6.1556482,L4815148,Turdus pilaris,S139288655,POINT (6.1556482 46.8367321)
6133,Eurasian Wryneck,2023-05-26,42.930156,1.039593,L9980122,Jynx torquilla,S139281015,POINT (1.039593 42.930156)
6134,Little Stint,2023-05-26,53.4083423,6.1570966,L2491775,Calidris minuta,S139284599,POINT (6.1570966 53.4083423)
6135,Willow Tit,2023-05-26,46.0040749,6.9236877,L24662474,Poecile montanus,S139288360,POINT (6.9236877 46.0040749)
6136,Lesser Whitethroat,2023-05-26,46.0040749,6.9236877,L24662474,Curruca curruca,S139288360,POINT (6.9236877 46.0040749)
6137,Eurasian Treecreeper,2023-05-26,46.0040749,6.9236877,L24662474,Certhia familiaris,S139288360,POINT (6.9236877 46.0040749)
6138,Black-bellied Plover,2023-05-26,53.4083423,6.1570966,L2491775,Pluvialis squatarola,S139284599,POINT (6.1570966 53.4083423)
6139,Middle Spotted Woodpecker,2023-05-26,52.4159133,12.9944275,L13443558,Dendrocoptes medius,S139286745,POINT (12.9944275 52.4159133)
6140,European Shag,2023-05-26,40.461256,9.800409,L24663371,Gulosus aristotelis,S139293087,POINT (9.800409 40.461256)
6141,Cory's Shearwater,2023-05-26,40.461256,9.800409,L24663371,Calonectris diomedea,S139293087,POINT (9.800409 40.461256)
6142,Yelkouan Shearwater,2023-05-26,40.461256,9.800409,L24663371,Puffinus yelkouan,S139293087,POINT (9.800409 40.461256)
6143,Little Grebe,2023-05-26,40.461256,9.800409,L24663371,Tachybaptus ruficollis,S139293087,POINT (9.800409 40.461256)
6144,Slender-billed Gull,2023-05-26,40.461256,9.800409,L24663371,Chroicocephalus genei,S139293087,POINT (9.800409 40.461256)
6145,Marsh Tit,2023-05-26,48.8530353,2.3499732,L933990,Poecile palustris,S139327912,POINT (2.3499732 48.8530353)
6146,Mediterranean Short-toed Lark,2023-05-26,41.5584033,-0.8649802,L4588541,Alaudala rufescens,S139307822,POINT (-0.8649802 41.5584033)
6147,Reed Bunting,2023-05-26,47.5592894,-0.5260134,L4899869,Emberiza schoeniclus,S139285414,POINT (-0.5260134 47.5592894)
6148,Common Grasshopper Warbler,2023-05-26,47.5592894,-0.5260134,L4899869,Locustella naevia,S139285414,POINT (-0.5260134 47.5592894)
6149,Whinchat,2023-05-26,47.5592894,-0.5260134,L4899869,Saxicola rubetra,S139285414,POINT (-0.5260134 47.5592894)
6150,Sedge Warbler,2023-05-26,47.5592894,-0.5260134,L4899869,Acrocephalus schoenobaenus,S139285414,POINT (-0.5260134 47.5592894)
6151,Eurasian Wryneck,2023-05-26,41.7625078,-1.8848358,L14729978,Jynx torquilla,S139286267,POINT (-1.8848358 41.7625078)
6152,Golden Eagle,2023-05-26,41.7625078,-1.8848358,L14729978,Aquila chrysaetos,S139286267,POINT (-1.8848358 41.7625078)
6153,Dunnock,2023-05-26,52.2970366,5.1540658,L24662053,Prunella modularis,S139286101,POINT (5.1540658 52.2970366)
6154,Red-breasted Flycatcher,2023-05-26,53.4371445,12.259558,L13429601,Ficedula parva,S139279162,POINT (12.259558 53.4371445)
6155,Eurasian Wigeon,2023-05-26,48.5042665,12.0425917,L4296672,Mareca penelope,S139297695,POINT (12.0425917 48.5042665)
6156,Northern Shoveler,2023-05-26,48.5042665,12.0425917,L4296672,Spatula clypeata,S139297695,POINT (12.0425917 48.5042665)
6157,Black-crowned Night-Heron,2023-05-26,48.5042665,12.0425917,L4296672,Nycticorax nycticorax,S139297695,POINT (12.0425917 48.5042665)
6158,Greater Whitethroat,2023-05-26,42.0913795,11.7909103,L3617583,Curruca communis,S139296804,POINT (11.7909103 42.0913795)
6159,Crested Lark,2023-05-26,42.0913795,11.7909103,L3617583,Galerida cristata,S139296804,POINT (11.7909103 42.0913795)
6160,Rock Sparrow,2023-05-26,44.422264,6.898836,L24667850,Petronia petronia,S139313072,POINT (6.898836 44.422264)
6161,Red-knobbed Coot,2023-05-26,38.1865765,-0.7879096,L5005230,Fulica cristata,S139281997,POINT (-0.7879096 38.1865765)
6162,Peregrine Falcon,2023-05-26,45.830777,6.947643,L24670232,Falco peregrinus,S139322867,POINT (6.947643 45.830777)
6163,Zitting Cisticola,2023-05-26,45.490359,12.4878931,L4128693,Cisticola juncidis,S139298849,POINT (12.4878931 45.490359)
6164,Pied Avocet,2023-05-26,45.490359,12.4878931,L4128693,Recurvirostra avosetta,S139298849,POINT (12.4878931 45.490359)
6165,Tree Pipit,2023-05-26,42.3851449,-6.3246306,L12027906,Anthus trivialis,S139280691,POINT (-6.3246306 42.3851449)
6166,Common Redshank,2023-05-26,45.490359,12.4878931,L4128693,Tringa totanus,S139298849,POINT (12.4878931 45.490359)
6167,White-winged Tern,2023-05-26,45.490359,12.4878931,L4128693,Chlidonias leucopterus,S139298849,POINT (12.4878931 45.490359)
6168,Caspian Tern,2023-05-26,44.545239,12.0622,L24660208,Hydroprogne caspia,S139276992,POINT (12.0622 44.545239)
6169,Purple Heron,2023-05-26,44.545239,12.0622,L24660208,Ardea purpurea,S139276992,POINT (12.0622 44.545239)
6170,Sandwich Tern,2023-05-26,44.545239,12.0622,L24660208,Thalasseus sandvicensis,S139276992,POINT (12.0622 44.545239)
6171,Carrion x Hooded Crow (hybrid),2023-05-26,53.4849652,12.1998249,L11566330,Corvus corone x cornix,S139277424,POINT (12.1998249 53.4849652)
6172,Ortolan Bunting,2023-05-26,53.4849652,12.1998249,L11566330,Emberiza hortulana,S139277424,POINT (12.1998249 53.4849652)
6173,White-winged Tern,2023-05-26,43.5434,-5.8784,L1122032,Chlidonias leucopterus,S139295743,POINT (-5.8784 43.5434)
6174,Great Gray Shrike,2023-05-26,28.007653,-16.704162,L24661823,Lanius excubitor,S139284886,POINT (-16.704162 28.007653)
6175,Gadwall,2023-05-26,44.560559,12.119671,L24659968,Mareca strepera,S139275896,POINT (12.119671 44.560559)
6176,Common Pochard,2023-05-26,44.560559,12.119671,L24659968,Aythya ferina,S139275896,POINT (12.119671 44.560559)
6177,Kentish Plover,2023-05-26,45.7001326,13.1522095,L16204029,Charadrius alexandrinus,S139277002,POINT (13.1522095 45.7001326)
6178,Black-winged Kite,2023-05-26,42.437846,-6.095246,L24659896,Elanus caeruleus,S139275573,POINT (-6.095246 42.437846)
6179,Northern Goshawk,2023-05-26,50.018978,6.848474,L20690594,Accipiter gentilis,S139361491,POINT (6.848474 50.018978)
6180,Common Greenshank,2023-05-26,53.3604161,6.1572763,L9870055,Tringa nebularia,S139276462,POINT (6.1572763 53.3604161)
6181,Great Reed Warbler,2023-05-26,44.6179358,12.1050239,L5714689,Acrocephalus arundinaceus,S139275352,POINT (12.1050239 44.6179358)
6182,Little Stint,2023-05-26,48.3585148,11.9130955,L11475167,Calidris minuta,S139297467,POINT (11.9130955 48.3585148)
6183,Yellowhammer,2023-05-26,43.4317817,-7.1265883,L24660247,Emberiza citrinella,S139277213,POINT (-7.1265883 43.4317817)
6184,Meadow Pipit,2023-05-26,53.604255,6.725461,L24662380,Anthus pratensis,S139287840,POINT (6.725461 53.604255)
6185,Brant,2023-05-26,53.604255,6.725461,L24662380,Branta bernicla,S139287840,POINT (6.725461 53.604255)
6186,Eurasian Marsh-Harrier,2023-05-26,50.966528,2.140505,L4623835,Circus aeruginosus,S139279407,POINT (2.140505 50.966528)
6187,Great Egret,2023-05-26,43.820136,11.151643,L24659705,Ardea alba,S139274858,POINT (11.151643 43.820136)
6188,River Warbler,2023-05-26,51.9090122,13.9532774,L19123978,Locustella fluviatilis,S139276029,POINT (13.9532774 51.9090122)
6189,Common Rosefinch,2023-05-26,51.9090122,13.9532774,L19123978,Carpodacus erythrinus,S139276029,POINT (13.9532774 51.9090122)
6190,Bearded Reedling,2023-05-26,51.9090122,13.9532774,L19123978,Panurus biarmicus,S139276029,POINT (13.9532774 51.9090122)
6191,Whiskered Tern,2023-05-26,47.4592013,-0.5861378,L962109,Chlidonias hybrida,S139279168,POINT (-0.5861378 47.4592013)
6192,Gray Wagtail,2023-05-26,45.5500192,11.542691,L6212816,Motacilla cinerea,S139313982,POINT (11.542691 45.5500192)
6193,Western Orphean Warbler,2023-05-26,42.5381347,2.3129926,L23371510,Curruca hortensis,S139308721,POINT (2.3129926 42.5381347)
6194,European Honey-buzzard,2023-05-26,42.5381347,2.3129926,L23371510,Pernis apivorus,S139308721,POINT (2.3129926 42.5381347)
6195,Cirl Bunting,2023-05-26,45.2432271,11.6911152,L24626029,Emberiza cirlus,S139279284,POINT (11.6911152 45.2432271)
6196,European Honey-buzzard,2023-05-26,45.2432271,11.6911152,L24626029,Pernis apivorus,S139279284,POINT (11.6911152 45.2432271)
6197,Red-backed Shrike,2023-05-26,45.2432271,11.6911152,L24626029,Lanius collurio,S139279284,POINT (11.6911152 45.2432271)
6198,Ring Ouzel,2023-05-26,45.788408,6.0990505,L24660618,Turdus torquatus,S139279066,POINT (6.0990505 45.788408)
6199,Marsh Warbler,2023-05-26,49.2708345,-0.7019153,L24636890,Acrocephalus palustris,S139277047,POINT (-0.7019153 49.2708345)
6200,Ring-necked Pheasant,2023-05-26,45.4256474,8.5070645,L3496687,Phasianus colchicus,S139276924,POINT (8.5070645 45.4256474)
6201,Common Kingfisher,2023-05-26,45.4256474,8.5070645,L3496687,Alcedo atthis,S139276924,POINT (8.5070645 45.4256474)
6202,Song Thrush,2023-05-26,43.8976105,7.7284232,L24660015,Turdus philomelos,S139276148,POINT (7.7284232 43.8976105)
6203,Great Reed Warbler,2023-05-26,43.329572,3.525042,L24664237,Acrocephalus arundinaceus,S139297251,POINT (3.525042 43.329572)
6204,European Turtle-Dove,2023-05-26,48.1542225,11.5930223,L1673507,Streptopelia turtur,S139278417,POINT (11.5930223 48.1542225)
6205,Short-toed Snake-Eagle,2023-05-26,43.6273707,2.9686046,L3170497,Circaetus gallicus,S139288246,POINT (2.9686046 43.6273707)
6206,Rufous-tailed Rock-Thrush,2023-05-26,43.6273707,2.9686046,L3170497,Monticola saxatilis,S139288246,POINT (2.9686046 43.6273707)
6207,Mediterranean Gull,2023-05-26,51.3596397,3.3491268,L12482874,Ichthyaetus melanocephalus,S139279098,POINT (3.3491268 51.3596397)
6208,Sandwich Tern,2023-05-26,51.3596397,3.3491268,L12482874,Thalasseus sandvicensis,S139279098,POINT (3.3491268 51.3596397)
6209,Black Stork,2023-05-26,40.587977,-6.530445,L24659418,Ciconia nigra,S139273841,POINT (-6.530445 40.587977)
6210,Pied Avocet,2023-05-26,54.6554824,8.8179532,L24663533,Recurvirostra avosetta,S139293894,POINT (8.8179532 54.6554824)
6211,European Storm-Petrel,2023-05-26,37.139793,-6.8752527,L5826470,Hydrobates pelagicus,S139326734,POINT (-6.8752527 37.139793)
6212,Red-crested Pochard,2023-05-26,46.8306034,6.2024689,L3174430,Netta rufina,S139281292,POINT (6.2024689 46.8306034)
6213,Eurasian Bullfinch,2023-05-26,45.5704161,6.0847003,L24660101,Pyrrhula pyrrhula,S139276512,POINT (6.0847003 45.5704161)
6214,Lesser Spotted Woodpecker,2023-05-26,52.4198259,13.6313175,L12504823,Dryobates minor,S139278652,POINT (13.6313175 52.4198259)
6215,Eurasian Oystercatcher,2023-05-26,44.6644775,12.1872711,L1673411,Haematopus ostralegus,S139274682,POINT (12.1872711 44.6644775)
6216,Ortolan Bunting,2023-05-26,42.5890195,-1.2967876,L7254638,Emberiza hortulana,S139302908,POINT (-1.2967876 42.5890195)
6217,Western Yellow Wagtail,2023-05-26,51.1477333,4.317556,L9013725,Motacilla flava,S139279972,POINT (4.317556 51.1477333)
6218,European Stonechat,2023-05-26,51.1477333,4.317556,L9013725,Saxicola rubicola,S139279972,POINT (4.317556 51.1477333)
6219,Little Ringed Plover,2023-05-26,51.1477333,4.317556,L9013725,Charadrius dubius,S139279972,POINT (4.317556 51.1477333)
6220,Common Nightingale,2023-05-26,51.1477333,4.317556,L9013725,Luscinia megarhynchos,S139279972,POINT (4.317556 51.1477333)
6221,Savi's Warbler,2023-05-26,51.1477333,4.317556,L9013725,Locustella luscinioides,S139279972,POINT (4.317556 51.1477333)
6222,Bluethroat,2023-05-26,51.1477333,4.317556,L9013725,Luscinia svecica,S139279972,POINT (4.317556 51.1477333)
6223,Eurasian Spoonbill,2023-05-26,51.1477333,4.317556,L9013725,Platalea leucorodia,S139279972,POINT (4.317556 51.1477333)
6224,Common Grasshopper Warbler,2023-05-26,53.2091979,8.4926948,L14901358,Locustella naevia,S139275422,POINT (8.4926948 53.2091979)
6225,European Stonechat,2023-05-26,39.5819704,8.5341126,L24666685,Saxicola rubicola,S139309173,POINT (8.5341126 39.5819704)
6226,Eurasian Spoonbill,2023-05-26,51.6527996,6.5039706,L3158641,Platalea leucorodia,S139295570,POINT (6.5039706 51.6527996)
6227,Alpine Swift,2023-05-26,39.5819704,8.5341126,L24666685,Apus melba,S139309173,POINT (8.5341126 39.5819704)
6228,Ruddy Shelduck,2023-05-26,39.3345962,-0.3174877,L1961806,Tadorna ferruginea,S139275487,POINT (-0.3174877 39.3345962)
6229,Green Sandpiper,2023-05-26,39.3345962,-0.3174877,L1961806,Tringa ochropus,S139275487,POINT (-0.3174877 39.3345962)
6230,Red-footed Falcon,2023-05-26,48.2170203,11.7669797,L7611562,Falco vespertinus,S139297372,POINT (11.7669797 48.2170203)
6231,Whiskered Tern,2023-05-26,48.2170203,11.7669797,L7611562,Chlidonias hybrida,S139297372,POINT (11.7669797 48.2170203)
6232,Monk Parakeet,2023-05-26,41.9124974,12.4845886,L1017789,Myiopsitta monachus,S139273899,POINT (12.4845886 41.9124974)
6233,Black-tailed Godwit,2023-05-26,53.1820828,8.4629188,L8985843,Limosa limosa,S139272782,POINT (8.4629188 53.1820828)
6234,Ruff,2023-05-26,53.1820828,8.4629188,L8985843,Calidris pugnax,S139272782,POINT (8.4629188 53.1820828)
6235,Italian Sparrow,2023-05-26,43.6557947,7.2002184,L968546,Passer italiae,S139316386,POINT (7.2002184 43.6557947)
