,comName,date,lat,lng,locId,sciName,subId,geometry
0,Barn Owl,2023-05-30,39.6847002,2.8666183,L10271452,Tyto alba,S139932571,POINT (2.8666183 39.6847002)
1,Eurasian Scops-Owl,2023-05-30,45.3762615,11.8545163,L19440519,Otus scops,S139930921,POINT (11.8545163 45.3762615)
2,Long-eared Owl,2023-05-30,53.133787,8.153594,L24813496,Asio otus,S139929837,POINT (8.153594 53.133787)
3,Eurasian Scops-Owl,2023-05-30,40.3156873,-4.209496,L24255539,Otus scops,S139928354,POINT (-4.209496 40.3156873)
4,Red-necked Nightjar,2023-05-30,40.3156873,-4.209496,L24255539,Caprimulgus ruficollis,S139928354,POINT (-4.209496 40.3156873)
5,Tawny Owl,2023-05-30,36.6629285,-6.1184167,L14601401,Strix aluco,S139927528,POINT (-6.1184167 36.6629285)
6,Corn Crake,2023-05-30,53.195715,6.926611,L24812986,Crex crex,S139927448,POINT (6.926611 53.195715)
7,Eurasian Nightjar,2023-05-30,43.279541,-3.1293416,L11629617,Caprimulgus europaeus,S139925755,POINT (-3.1293416 43.279541)
8,Eurasian Nightjar,2023-05-30,45.2119013,0.9570365,L11813038,Caprimulgus europaeus,S139924982,POINT (0.9570365 45.2119013)
9,Eurasian Blackbird,2023-05-30,45.2119013,0.9570365,L11813038,Turdus merula,S139924982,POINT (0.9570365 45.2119013)
10,Song Thrush,2023-05-30,51.956215,7.704947,L22775609,Turdus philomelos,S139924551,POINT (7.704947 51.956215)
11,Eurasian Eagle-Owl,2023-05-30,40.8052334,-3.5395533,L24812253,Bubo bubo,S139924381,POINT (-3.5395533 40.8052334)
12,Common Nightingale,2023-05-30,43.9677367,3.312485,L24812394,Luscinia megarhynchos,S139925027,POINT (3.312485 43.9677367)
13,Greater Whitethroat,2023-05-30,43.9677367,3.312485,L24812394,Curruca communis,S139925027,POINT (3.312485 43.9677367)
14,European Robin,2023-05-30,51.502416,7.3445016,L13345289,Erithacus rubecula,S139926638,POINT (7.3445016 51.502416)
15,Eurasian Blackbird,2023-05-30,51.502416,7.3445016,L13345289,Turdus merula,S139926638,POINT (7.3445016 51.502416)
16,Eurasian Kestrel,2023-05-30,51.502416,7.3445016,L13345289,Falco tinnunculus,S139926638,POINT (7.3445016 51.502416)
17,Wood Lark,2023-05-30,43.702975,-7.729382,L24812029,Lullula arborea,S139923375,POINT (-7.729382 43.702975)
18,Pied Avocet,2023-05-30,51.313045,3.444873,L24474150,Recurvirostra avosetta,S139923583,POINT (3.444873 51.313045)
19,Mallard,2023-05-30,51.313045,3.444873,L24474150,Anas platyrhynchos,S139923583,POINT (3.444873 51.313045)
20,Common Buzzard,2023-05-30,51.313045,3.444873,L24474150,Buteo buteo,S139923583,POINT (3.444873 51.313045)
21,Eurasian Magpie,2023-05-30,51.313045,3.444873,L24474150,Pica pica,S139923583,POINT (3.444873 51.313045)
22,Eurasian Wren,2023-05-30,51.313045,3.444873,L24474150,Troglodytes troglodytes,S139923583,POINT (3.444873 51.313045)
23,Eurasian Linnet,2023-05-30,51.313045,3.444873,L24474150,Linaria cannabina,S139923583,POINT (3.444873 51.313045)
24,Eurasian Blackbird,2023-05-30,51.313045,3.444873,L24474150,Turdus merula,S139923583,POINT (3.444873 51.313045)
25,Common Wood-Pigeon,2023-05-30,51.313045,3.444873,L24474150,Columba palumbus,S139923583,POINT (3.444873 51.313045)
26,Common Sandpiper,2023-05-30,51.313045,3.444873,L24474150,Actitis hypoleucos,S139923583,POINT (3.444873 51.313045)
27,Black-headed Gull,2023-05-30,51.313045,3.444873,L24474150,Chroicocephalus ridibundus,S139923583,POINT (3.444873 51.313045)
28,Herring Gull,2023-05-30,51.313045,3.444873,L24474150,Larus argentatus,S139923583,POINT (3.444873 51.313045)
29,Common Shelduck,2023-05-30,51.313045,3.444873,L24474150,Tadorna tadorna,S139923583,POINT (3.444873 51.313045)
30,Carrion Crow,2023-05-30,51.313045,3.444873,L24474150,Corvus corone,S139923583,POINT (3.444873 51.313045)
31,Eurasian Coot,2023-05-30,51.313045,3.444873,L24474150,Fulica atra,S139923583,POINT (3.444873 51.313045)
32,Ring-necked Pheasant,2023-05-30,51.313045,3.444873,L24474150,Phasianus colchicus,S139923583,POINT (3.444873 51.313045)
33,Common Swift,2023-05-30,52.0972729,5.2200663,L13889683,Apus apus,S139922142,POINT (5.2200663 52.0972729)
34,Eurasian Kestrel,2023-05-30,45.905238,6.021528,L24811566,Falco tinnunculus,S139921443,POINT (6.021528 45.905238)
35,Common Wood-Pigeon,2023-05-30,45.905238,6.021528,L24811566,Columba palumbus,S139921443,POINT (6.021528 45.905238)
36,Great Spotted Woodpecker,2023-05-30,45.905238,6.021528,L24811566,Dendrocopos major,S139921443,POINT (6.021528 45.905238)
37,Black Kite,2023-05-30,45.905238,6.021528,L24811566,Milvus migrans,S139921443,POINT (6.021528 45.905238)
38,Common Buzzard,2023-05-30,45.905238,6.021528,L24811566,Buteo buteo,S139921443,POINT (6.021528 45.905238)
39,Gray Heron,2023-05-30,45.905238,6.021528,L24811566,Ardea cinerea,S139921443,POINT (6.021528 45.905238)
40,Common Swift,2023-05-30,45.905238,6.021528,L24811566,Apus apus,S139921443,POINT (6.021528 45.905238)
41,Eurasian Green Woodpecker,2023-05-30,45.905238,6.021528,L24811566,Picus viridis,S139921443,POINT (6.021528 45.905238)
42,Eurasian Golden Oriole,2023-05-30,45.905238,6.021528,L24811566,Oriolus oriolus,S139921443,POINT (6.021528 45.905238)
43,Eurasian Collared-Dove,2023-05-30,45.905238,6.021528,L24811566,Streptopelia decaocto,S139921443,POINT (6.021528 45.905238)
44,Mediterranean Short-toed Lark,2023-05-30,41.659055,-1.15887,L23822878,Alaudala rufescens,S139923407,POINT (-1.15887 41.659055)
45,Eurasian Thick-knee,2023-05-30,41.659055,-1.15887,L23822878,Burhinus oedicnemus,S139923407,POINT (-1.15887 41.659055)
46,Golden Eagle,2023-05-30,41.659055,-1.15887,L23822878,Aquila chrysaetos,S139923407,POINT (-1.15887 41.659055)
47,Tawny Pipit,2023-05-30,41.659055,-1.15887,L23822878,Anthus campestris,S139923407,POINT (-1.15887 41.659055)
48,Short-toed Snake-Eagle,2023-05-30,41.659055,-1.15887,L23822878,Circaetus gallicus,S139923407,POINT (-1.15887 41.659055)
49,Greater Short-toed Lark,2023-05-30,41.659055,-1.15887,L23822878,Calandrella brachydactyla,S139923407,POINT (-1.15887 41.659055)
50,Eurasian Blackcap,2023-05-30,47.8472687,2.7375795,L13122675,Sylvia atricapilla,S139921073,POINT (2.7375795 47.8472687)
51,Eurasian Jackdaw,2023-05-30,47.8472687,2.7375795,L13122675,Corvus monedula,S139921073,POINT (2.7375795 47.8472687)
52,Common House-Martin,2023-05-30,47.8472687,2.7375795,L13122675,Delichon urbicum,S139921073,POINT (2.7375795 47.8472687)
53,Dunnock,2023-05-30,47.8472687,2.7375795,L13122675,Prunella modularis,S139921073,POINT (2.7375795 47.8472687)
54,Rook,2023-05-30,47.8472687,2.7375795,L13122675,Corvus frugilegus,S139921073,POINT (2.7375795 47.8472687)
55,Common Chaffinch,2023-05-30,47.8472687,2.7375795,L13122675,Fringilla coelebs,S139921073,POINT (2.7375795 47.8472687)
56,Northern Lapwing,2023-05-30,41.7888489,0.2156711,L4443564,Vanellus vanellus,S139922405,POINT (0.2156711 41.7888489)
57,Common Swift,2023-05-30,41.7888489,0.2156711,L4443564,Apus apus,S139922405,POINT (0.2156711 41.7888489)
58,Black-winged Stilt,2023-05-30,41.7888489,0.2156711,L4443564,Himantopus himantopus,S139922405,POINT (0.2156711 41.7888489)
59,Mallard,2023-05-30,41.7888489,0.2156711,L4443564,Anas platyrhynchos,S139922405,POINT (0.2156711 41.7888489)
60,Gray Heron,2023-05-30,41.7888489,0.2156711,L4443564,Ardea cinerea,S139922405,POINT (0.2156711 41.7888489)
61,Eurasian Spoonbill,2023-05-30,41.7888489,0.2156711,L4443564,Platalea leucorodia,S139922405,POINT (0.2156711 41.7888489)
62,Crested Tit,2023-05-30,41.6263558,-4.1439764,L20819769,Lophophanes cristatus,S139926578,POINT (-4.1439764 41.6263558)
63,Hawfinch,2023-05-30,41.6263558,-4.1439764,L20819769,Coccothraustes coccothraustes,S139926578,POINT (-4.1439764 41.6263558)
64,European Turtle-Dove,2023-05-30,41.6263558,-4.1439764,L20819769,Streptopelia turtur,S139926578,POINT (-4.1439764 41.6263558)
65,Eurasian Blackbird,2023-05-30,43.5507652,-7.0968226,L5038158,Turdus merula,S139921053,POINT (-7.0968226 43.5507652)
66,Yellow-legged Gull,2023-05-30,43.5507652,-7.0968226,L5038158,Larus michahellis,S139921053,POINT (-7.0968226 43.5507652)
67,Melodious Warbler,2023-05-30,43.5507652,-7.0968226,L5038158,Hippolais polyglotta,S139921053,POINT (-7.0968226 43.5507652)
68,Song Thrush,2023-05-30,43.5507652,-7.0968226,L5038158,Turdus philomelos,S139921053,POINT (-7.0968226 43.5507652)
69,European Stonechat,2023-05-30,43.5507652,-7.0968226,L5038158,Saxicola rubicola,S139921053,POINT (-7.0968226 43.5507652)
70,European Goldfinch,2023-05-30,43.5507652,-7.0968226,L5038158,Carduelis carduelis,S139921053,POINT (-7.0968226 43.5507652)
71,Peregrine Falcon,2023-05-30,43.5507652,-7.0968226,L5038158,Falco peregrinus,S139921053,POINT (-7.0968226 43.5507652)
72,Carrion Crow,2023-05-30,43.5507652,-7.0968226,L5038158,Corvus corone,S139921053,POINT (-7.0968226 43.5507652)
73,Western Yellow Wagtail,2023-05-30,43.5507652,-7.0968226,L5038158,Motacilla flava,S139921053,POINT (-7.0968226 43.5507652)
74,Common Buzzard,2023-05-30,43.5507652,-7.0968226,L5038158,Buteo buteo,S139921053,POINT (-7.0968226 43.5507652)
75,Corn Bunting,2023-05-30,43.5507652,-7.0968226,L5038158,Emberiza calandra,S139921053,POINT (-7.0968226 43.5507652)
76,European Robin,2023-05-30,43.5507652,-7.0968226,L5038158,Erithacus rubecula,S139921053,POINT (-7.0968226 43.5507652)
77,Dunnock,2023-05-30,43.5507652,-7.0968226,L5038158,Prunella modularis,S139921053,POINT (-7.0968226 43.5507652)
78,Eurasian Wren,2023-05-30,43.5507652,-7.0968226,L5038158,Troglodytes troglodytes,S139921053,POINT (-7.0968226 43.5507652)
79,European Serin,2023-05-30,45.89113,6.054316,L24811242,Serinus serinus,S139919979,POINT (6.054316 45.89113)
80,Coal Tit,2023-05-30,45.89113,6.054316,L24811242,Periparus ater,S139919979,POINT (6.054316 45.89113)
81,Common Chiffchaff,2023-05-30,45.89113,6.054316,L24811242,Phylloscopus collybita,S139919979,POINT (6.054316 45.89113)
82,Eurasian Blue Tit,2023-05-30,45.89113,6.054316,L24811242,Cyanistes caeruleus,S139919979,POINT (6.054316 45.89113)
83,Lesser Spotted Woodpecker,2023-05-30,45.89113,6.054316,L24811242,Dryobates minor,S139919979,POINT (6.054316 45.89113)
84,Carrion Crow,2023-05-30,45.89113,6.054316,L24811242,Corvus corone,S139919979,POINT (6.054316 45.89113)
85,Black Redstart,2023-05-30,45.89113,6.054316,L24811242,Phoenicurus ochruros,S139919979,POINT (6.054316 45.89113)
86,Long-tailed Tit,2023-05-30,45.89113,6.054316,L24811242,Aegithalos caudatus,S139919979,POINT (6.054316 45.89113)
87,Marsh Tit,2023-05-30,45.89113,6.054316,L24811242,Poecile palustris,S139919979,POINT (6.054316 45.89113)
88,Mistle Thrush,2023-05-30,45.89113,6.054316,L24811242,Turdus viscivorus,S139919979,POINT (6.054316 45.89113)
89,Common Raven,2023-05-30,45.89113,6.054316,L24811242,Corvus corax,S139919979,POINT (6.054316 45.89113)
90,Barn Swallow,2023-05-30,45.89113,6.054316,L24811242,Hirundo rustica,S139919979,POINT (6.054316 45.89113)
91,Hawfinch,2023-05-30,45.89113,6.054316,L24811242,Coccothraustes coccothraustes,S139919979,POINT (6.054316 45.89113)
92,Northern Wheatear,2023-05-30,45.89113,6.054316,L24811242,Oenanthe oenanthe,S139919979,POINT (6.054316 45.89113)
93,House Sparrow,2023-05-30,45.89113,6.054316,L24811242,Passer domesticus,S139919979,POINT (6.054316 45.89113)
94,Great Tit,2023-05-30,45.89113,6.054316,L24811242,Parus major,S139919979,POINT (6.054316 45.89113)
95,Ring-necked Pheasant,2023-05-30,45.89113,6.054316,L24811242,Phasianus colchicus,S139919979,POINT (6.054316 45.89113)
96,Short-toed Treecreeper,2023-05-30,45.89113,6.054316,L24811242,Certhia brachydactyla,S139919979,POINT (6.054316 45.89113)
97,Eurasian Skylark,2023-05-30,45.89113,6.054316,L24811242,Alauda arvensis,S139919979,POINT (6.054316 45.89113)
98,Song Thrush,2023-05-30,45.89113,6.054316,L24811242,Turdus philomelos,S139919979,POINT (6.054316 45.89113)
99,European Stonechat,2023-05-30,45.89113,6.054316,L24811242,Saxicola rubicola,S139919979,POINT (6.054316 45.89113)
100,Tree Pipit,2023-05-30,45.89113,6.054316,L24811242,Anthus trivialis,S139919979,POINT (6.054316 45.89113)
101,Goldcrest,2023-05-30,45.89113,6.054316,L24811242,Regulus regulus,S139919979,POINT (6.054316 45.89113)
102,European Goldfinch,2023-05-30,45.89113,6.054316,L24811242,Carduelis carduelis,S139919979,POINT (6.054316 45.89113)
103,Garden Warbler,2023-05-30,45.89113,6.054316,L24811242,Sylvia borin,S139919979,POINT (6.054316 45.89113)
104,White Wagtail,2023-05-30,45.89113,6.054316,L24811242,Motacilla alba,S139919979,POINT (6.054316 45.89113)
105,European Greenfinch,2023-05-30,45.89113,6.054316,L24811242,Chloris chloris,S139919979,POINT (6.054316 45.89113)
106,Eurasian Wren,2023-05-30,45.89113,6.054316,L24811242,Troglodytes troglodytes,S139919979,POINT (6.054316 45.89113)
107,Willow Warbler,2023-05-30,45.89113,6.054316,L24811242,Phylloscopus trochilus,S139919979,POINT (6.054316 45.89113)
108,Eurasian Treecreeper,2023-05-30,45.89113,6.054316,L24811242,Certhia familiaris,S139919979,POINT (6.054316 45.89113)
109,Eurasian Jay,2023-05-30,45.89113,6.054316,L24811242,Garrulus glandarius,S139919979,POINT (6.054316 45.89113)
110,Eurasian Linnet,2023-05-30,45.89113,6.054316,L24811242,Linaria cannabina,S139919979,POINT (6.054316 45.89113)
111,Eurasian Magpie,2023-05-30,45.89113,6.054316,L24811242,Pica pica,S139919979,POINT (6.054316 45.89113)
112,European Starling,2023-05-30,45.89113,6.054316,L24811242,Sturnus vulgaris,S139919979,POINT (6.054316 45.89113)
113,Eurasian Sparrowhawk,2023-05-30,45.89113,6.054316,L24811242,Accipiter nisus,S139919979,POINT (6.054316 45.89113)
114,Eurasian Siskin,2023-05-30,45.89113,6.054316,L24811242,Spinus spinus,S139919979,POINT (6.054316 45.89113)
115,Eurasian Nuthatch,2023-05-30,45.89113,6.054316,L24811242,Sitta europaea,S139919979,POINT (6.054316 45.89113)
116,European Robin,2023-05-30,45.89113,6.054316,L24811242,Erithacus rubecula,S139919979,POINT (6.054316 45.89113)
117,Common Wood-Pigeon,2023-05-30,51.77089,12.3611884,L12579262,Columba palumbus,S139927226,POINT (12.3611884 51.77089)
118,European Stonechat,2023-05-30,51.77089,12.3611884,L12579262,Saxicola rubicola,S139927226,POINT (12.3611884 51.77089)
119,Eurasian Skylark,2023-05-30,51.77089,12.3611884,L12579262,Alauda arvensis,S139927226,POINT (12.3611884 51.77089)
120,Common Cuckoo,2023-05-30,51.77089,12.3611884,L12579262,Cuculus canorus,S139927226,POINT (12.3611884 51.77089)
121,Wood Lark,2023-05-30,51.77089,12.3611884,L12579262,Lullula arborea,S139927226,POINT (12.3611884 51.77089)
122,Eurasian Nightjar,2023-05-30,51.77089,12.3611884,L12579262,Caprimulgus europaeus,S139927226,POINT (12.3611884 51.77089)
123,European Greenfinch,2023-05-30,52.6418326,4.7362018,L17293191,Chloris chloris,S139921146,POINT (4.7362018 52.6418326)
124,Rose-ringed Parakeet,2023-05-30,52.6418326,4.7362018,L17293191,Psittacula krameri,S139921146,POINT (4.7362018 52.6418326)
125,Red-backed Shrike,2023-05-30,45.9305654,6.0703701,L13963134,Lanius collurio,S139919087,POINT (6.0703701 45.9305654)
126,Eurasian Jackdaw,2023-05-30,52.6418326,4.7362018,L17293191,Corvus monedula,S139921146,POINT (4.7362018 52.6418326)
127,Common Gull,2023-05-30,52.6418326,4.7362018,L17293191,Larus canus,S139921146,POINT (4.7362018 52.6418326)
128,Common Tern,2023-05-30,52.6418326,4.7362018,L17293191,Sterna hirundo,S139921146,POINT (4.7362018 52.6418326)
129,Yellow-legged Gull,2023-05-30,43.6202017,1.441226,L20573171,Larus michahellis,S139920581,POINT (1.441226 43.6202017)
130,Gray Heron,2023-05-30,53.024209,14.0134906,L21471412,Ardea cinerea,S139927557,POINT (14.0134906 53.024209)
131,Graylag Goose,2023-05-30,53.024209,14.0134906,L21471412,Anser anser,S139927557,POINT (14.0134906 53.024209)
132,Common House-Martin,2023-05-30,53.024209,14.0134906,L21471412,Delichon urbicum,S139927557,POINT (14.0134906 53.024209)
133,Sedge Warbler,2023-05-30,53.024209,14.0134906,L21471412,Acrocephalus schoenobaenus,S139927557,POINT (14.0134906 53.024209)
134,Mallard,2023-05-30,53.024209,14.0134906,L21471412,Anas platyrhynchos,S139927557,POINT (14.0134906 53.024209)
135,Red Kite,2023-05-30,53.024209,14.0134906,L21471412,Milvus milvus,S139927557,POINT (14.0134906 53.024209)
136,Little Bittern,2023-05-30,53.024209,14.0134906,L21471412,Ixobrychus minutus,S139927557,POINT (14.0134906 53.024209)
137,Reed Bunting,2023-05-30,53.024209,14.0134906,L21471412,Emberiza schoeniclus,S139927557,POINT (14.0134906 53.024209)
138,Common Nightingale,2023-05-30,53.024209,14.0134906,L21471412,Luscinia megarhynchos,S139927557,POINT (14.0134906 53.024209)
139,House Sparrow,2023-05-30,53.024209,14.0134906,L21471412,Passer domesticus,S139927557,POINT (14.0134906 53.024209)
140,Eurasian Wren,2023-05-30,53.024209,14.0134906,L21471412,Troglodytes troglodytes,S139927557,POINT (14.0134906 53.024209)
141,Hooded Crow,2023-05-30,53.024209,14.0134906,L21471412,Corvus cornix,S139927557,POINT (14.0134906 53.024209)
142,Common Redstart,2023-05-30,53.024209,14.0134906,L21471412,Phoenicurus phoenicurus,S139927557,POINT (14.0134906 53.024209)
143,Barn Swallow,2023-05-30,53.024209,14.0134906,L21471412,Hirundo rustica,S139927557,POINT (14.0134906 53.024209)
144,Common Swift,2023-05-30,53.024209,14.0134906,L21471412,Apus apus,S139927557,POINT (14.0134906 53.024209)
145,Black-headed Gull,2023-05-30,53.024209,14.0134906,L21471412,Chroicocephalus ridibundus,S139927557,POINT (14.0134906 53.024209)
146,Eurasian Collared-Dove,2023-05-30,53.024209,14.0134906,L21471412,Streptopelia decaocto,S139927557,POINT (14.0134906 53.024209)
147,Eurasian Jackdaw,2023-05-30,53.024209,14.0134906,L21471412,Corvus monedula,S139927557,POINT (14.0134906 53.024209)
148,European Starling,2023-05-30,53.024209,14.0134906,L21471412,Sturnus vulgaris,S139927557,POINT (14.0134906 53.024209)
149,Rose-ringed Parakeet,2023-05-30,49.115428,6.1666453,L5200664,Psittacula krameri,S139918157,POINT (6.1666453 49.115428)
150,Common Chiffchaff,2023-05-30,52.325084,6.116957,L24812603,Phylloscopus collybita,S139925839,POINT (6.116957 52.325084)
151,European Stonechat,2023-05-30,52.325084,6.116957,L24812603,Saxicola rubicola,S139925839,POINT (6.116957 52.325084)
152,Gray Heron,2023-05-30,52.325084,6.116957,L24812603,Ardea cinerea,S139925839,POINT (6.116957 52.325084)
153,Greater Whitethroat,2023-05-30,52.325084,6.116957,L24812603,Curruca communis,S139925839,POINT (6.116957 52.325084)
154,Barn Swallow,2023-05-30,52.325084,6.116957,L24812603,Hirundo rustica,S139925839,POINT (6.116957 52.325084)
155,Marsh Warbler,2023-05-30,52.325084,6.116957,L24812603,Acrocephalus palustris,S139925839,POINT (6.116957 52.325084)
156,White Stork,2023-05-30,52.325084,6.116957,L24812603,Ciconia ciconia,S139925839,POINT (6.116957 52.325084)
157,Reed Bunting,2023-05-30,52.325084,6.116957,L24812603,Emberiza schoeniclus,S139925839,POINT (6.116957 52.325084)
158,Great Spotted Woodpecker,2023-05-30,52.325084,6.116957,L24812603,Dendrocopos major,S139925839,POINT (6.116957 52.325084)
159,Eurasian Jay,2023-05-30,52.325084,6.116957,L24812603,Garrulus glandarius,S139925839,POINT (6.116957 52.325084)
160,European Robin,2023-05-30,52.325084,6.116957,L24812603,Erithacus rubecula,S139925839,POINT (6.116957 52.325084)
161,Common Cuckoo,2023-05-30,52.325084,6.116957,L24812603,Cuculus canorus,S139925839,POINT (6.116957 52.325084)
162,Song Thrush,2023-05-30,52.325084,6.116957,L24812603,Turdus philomelos,S139925839,POINT (6.116957 52.325084)
163,Iberian Green Woodpecker,2023-05-30,41.6181023,-4.1486369,L8987405,Picus sharpei,S139926765,POINT (-4.1486369 41.6181023)
164,Great Reed Warbler,2023-05-30,41.6181023,-4.1486369,L8987405,Acrocephalus arundinaceus,S139926765,POINT (-4.1486369 41.6181023)
165,Little Ringed Plover,2023-05-30,41.6181023,-4.1486369,L8987405,Charadrius dubius,S139926765,POINT (-4.1486369 41.6181023)
166,Common Redshank,2023-05-30,41.6181023,-4.1486369,L8987405,Tringa totanus,S139926765,POINT (-4.1486369 41.6181023)
167,Eurasian Hoopoe,2023-05-30,41.6734142,-1.1672286,L23822625,Upupa epops,S139923264,POINT (-1.1672286 41.6734142)
168,Eurasian Wren,2023-05-30,51.023271,3.5485518,L2768406,Troglodytes troglodytes,S139920287,POINT (3.5485518 51.023271)
169,European Robin,2023-05-30,51.023271,3.5485518,L2768406,Erithacus rubecula,S139920287,POINT (3.5485518 51.023271)
170,House Sparrow,2023-05-30,51.023271,3.5485518,L2768406,Passer domesticus,S139920287,POINT (3.5485518 51.023271)
171,European Starling,2023-05-30,51.023271,3.5485518,L2768406,Sturnus vulgaris,S139920287,POINT (3.5485518 51.023271)
172,Thekla's Lark,2023-05-30,41.6734142,-1.1672286,L23822625,Galerida theklae,S139923264,POINT (-1.1672286 41.6734142)
173,Eurasian Collared-Dove,2023-05-30,51.023271,3.5485518,L2768406,Streptopelia decaocto,S139920287,POINT (3.5485518 51.023271)
174,Common Cuckoo,2023-05-30,51.023271,3.5485518,L2768406,Cuculus canorus,S139920287,POINT (3.5485518 51.023271)
175,Eurasian Blackbird,2023-05-30,51.023271,3.5485518,L2768406,Turdus merula,S139920287,POINT (3.5485518 51.023271)
176,Crested Lark,2023-05-30,41.6734142,-1.1672286,L23822625,Galerida cristata,S139923264,POINT (-1.1672286 41.6734142)
177,Common Chiffchaff,2023-05-30,51.023271,3.5485518,L2768406,Phylloscopus collybita,S139920287,POINT (3.5485518 51.023271)
178,Lesser Black-backed Gull,2023-05-30,51.023271,3.5485518,L2768406,Larus fuscus,S139920287,POINT (3.5485518 51.023271)
179,Eurasian Blackcap,2023-05-30,51.023271,3.5485518,L2768406,Sylvia atricapilla,S139920287,POINT (3.5485518 51.023271)
180,European Greenfinch,2023-05-30,51.023271,3.5485518,L2768406,Chloris chloris,S139920287,POINT (3.5485518 51.023271)
181,Eurasian Jackdaw,2023-05-30,51.023271,3.5485518,L2768406,Corvus monedula,S139920287,POINT (3.5485518 51.023271)
182,Eurasian Moorhen,2023-05-30,51.023271,3.5485518,L2768406,Gallinula chloropus,S139920287,POINT (3.5485518 51.023271)
183,Eurasian Jay,2023-05-30,51.023271,3.5485518,L2768406,Garrulus glandarius,S139920287,POINT (3.5485518 51.023271)
184,Egyptian Vulture,2023-05-30,41.6734142,-1.1672286,L23822625,Neophron percnopterus,S139923264,POINT (-1.1672286 41.6734142)
185,Carrion Crow,2023-05-30,51.023271,3.5485518,L2768406,Corvus corone,S139920287,POINT (3.5485518 51.023271)
186,Dunnock,2023-05-30,51.023271,3.5485518,L2768406,Prunella modularis,S139920287,POINT (3.5485518 51.023271)
187,Mallard,2023-05-30,51.023271,3.5485518,L2768406,Anas platyrhynchos,S139920287,POINT (3.5485518 51.023271)
188,Common Swift,2023-05-30,51.023271,3.5485518,L2768406,Apus apus,S139920287,POINT (3.5485518 51.023271)
189,Eurasian Kestrel,2023-05-30,51.023271,3.5485518,L2768406,Falco tinnunculus,S139920287,POINT (3.5485518 51.023271)
190,Calandra Lark,2023-05-30,41.6734142,-1.1672286,L23822625,Melanocorypha calandra,S139923264,POINT (-1.1672286 41.6734142)
191,Black-headed Gull,2023-05-30,51.023271,3.5485518,L2768406,Chroicocephalus ridibundus,S139920287,POINT (3.5485518 51.023271)
192,Eurasian Blue Tit,2023-05-30,51.023271,3.5485518,L2768406,Cyanistes caeruleus,S139920287,POINT (3.5485518 51.023271)
193,Red-billed Chough,2023-05-30,41.6734142,-1.1672286,L23822625,Pyrrhocorax pyrrhocorax,S139923264,POINT (-1.1672286 41.6734142)
194,Common Wood-Pigeon,2023-05-30,51.023271,3.5485518,L2768406,Columba palumbus,S139920287,POINT (3.5485518 51.023271)
195,Eurasian Green Woodpecker,2023-05-30,51.023271,3.5485518,L2768406,Picus viridis,S139920287,POINT (3.5485518 51.023271)
196,Eurasian Magpie,2023-05-30,51.023271,3.5485518,L2768406,Pica pica,S139920287,POINT (3.5485518 51.023271)
197,Stock Dove,2023-05-30,51.0249929,3.5598421,L4220382,Columba oenas,S139916944,POINT (3.5598421 51.0249929)
198,Rock Sparrow,2023-05-30,41.4781105,-4.5862237,L20210042,Petronia petronia,S139927009,POINT (-4.5862237 41.4781105)
199,Common House-Martin,2023-05-30,40.0657673,-2.1298748,L12349989,Delichon urbicum,S139916924,POINT (-2.1298748 40.0657673)
200,Eurasian Magpie,2023-05-30,41.4781105,-4.5862237,L20210042,Pica pica,S139927009,POINT (-4.5862237 41.4781105)
201,Black Redstart,2023-05-30,41.4781105,-4.5862237,L20210042,Phoenicurus ochruros,S139927009,POINT (-4.5862237 41.4781105)
202,House Sparrow,2023-05-30,41.4781105,-4.5862237,L20210042,Passer domesticus,S139927009,POINT (-4.5862237 41.4781105)
203,Spotless Starling,2023-05-30,41.4781105,-4.5862237,L20210042,Sturnus unicolor,S139927009,POINT (-4.5862237 41.4781105)
204,Alpine Swift,2023-05-30,40.0657673,-2.1298748,L12349989,Apus melba,S139916924,POINT (-2.1298748 40.0657673)
205,Common Wood-Pigeon,2023-05-30,41.4781105,-4.5862237,L20210042,Columba palumbus,S139927009,POINT (-4.5862237 41.4781105)
206,Short-toed Treecreeper,2023-05-30,41.3018794,1.6465441,L16916241,Certhia brachydactyla,S139918947,POINT (1.6465441 41.3018794)
207,Barn Swallow,2023-05-30,41.3018794,1.6465441,L16916241,Hirundo rustica,S139918947,POINT (1.6465441 41.3018794)
208,Eurasian Blackcap,2023-05-30,41.3018794,1.6465441,L16916241,Sylvia atricapilla,S139918947,POINT (1.6465441 41.3018794)
209,European Bee-eater,2023-05-30,41.3018794,1.6465441,L16916241,Merops apiaster,S139918947,POINT (1.6465441 41.3018794)
210,Eurasian Golden Oriole,2023-05-30,41.3018794,1.6465441,L16916241,Oriolus oriolus,S139918947,POINT (1.6465441 41.3018794)
211,Common Nightingale,2023-05-30,41.3018794,1.6465441,L16916241,Luscinia megarhynchos,S139918947,POINT (1.6465441 41.3018794)
212,European Serin,2023-05-30,41.3018794,1.6465441,L16916241,Serinus serinus,S139918947,POINT (1.6465441 41.3018794)
213,European Greenfinch,2023-05-30,41.3018794,1.6465441,L16916241,Chloris chloris,S139918947,POINT (1.6465441 41.3018794)
214,Cetti's Warbler,2023-05-30,41.3018794,1.6465441,L16916241,Cettia cetti,S139918947,POINT (1.6465441 41.3018794)
215,Eurasian Tree Sparrow,2023-05-30,41.3018794,1.6465441,L16916241,Passer montanus,S139918947,POINT (1.6465441 41.3018794)
